用户昵称,性别,评论内容,被回复用户,评论层级,用户当前等级,点赞数量,回复时间
神奇的大蜘蛛,保密,今天不是周四啊,旷野里的鸟,二级评论,6,3,2024-11-05 17:47:04
大帝心善,保密,你好，姜萍，我可以转你50块。但我手机欠费了，你先转我20，我马上给你70！,旷野里的鸟,二级评论,5,2,2024-11-08 21:00:57
一个普普通通的乞丐,男,你要是说你是秦始皇，你还活着，要我去秦始皇陵把你挖出来，到时候给我一个百夫长，或者转你50复活，封我一个百夫长，我还差不多信一信。,旷野里的鸟,二级评论,3,0,2024-11-20 15:43:34
牢斑肘击转生解,保密,你可以吃吃牢大的老北京鸡肉卷[笑哭],旷野里的鸟,二级评论,4,0,2024-12-04 07:25:14
25岁了还没去过华莱士,女,大专的书桌不是用来睡觉的？,,一级评论,6,178,2024-11-05 08:55:54
枝江Tom头子,保密,中专还不如大专，大专是高中上完考不上大学的人上的，中专是初中上完考不上高中的人上的,25岁了还没去过华莱士,二级评论,5,28,2024-11-05 15:49:06
小怪兽别嚣张,保密,回复 @枝江Tom头子 :技校，中专有啥区别吗？我们这都说技校,25岁了还没去过华莱士,二级评论,5,4,2024-11-05 16:59:57
汲汲爆,保密,回复 @小怪兽别嚣张 :就是咱这说的技校,25岁了还没去过华莱士,二级评论,4,5,2024-11-05 17:24:18
叉车属具的男的女的,保密,你大专睡觉啊[doge_金箍],25岁了还没去过华莱士,二级评论,3,0,2024-11-05 17:30:47
25岁了还没去过华莱士,女,回复 @叉车属具的男的女的 :大专老师最懂大专学生[doge],25岁了还没去过华莱士,二级评论,6,2,2024-11-05 18:24:52
PE-640,男,回复 @小怪兽别嚣张 :其实没有,25岁了还没去过华莱士,二级评论,6,0,2024-11-05 20:20:50
Roy-Sues,男,回复 @小怪兽别嚣张 :技校，中专和职高三类学校等同于高中学力，本质上是和普高不同的另外一条路,25岁了还没去过华莱士,二级评论,6,5,2024-11-05 20:25:47
小怪兽别嚣张,保密,回复 @Roy-Sues :好的，谢谢,25岁了还没去过华莱士,二级评论,5,0,2024-11-05 20:34:31
仲永封狼居胥,保密,回复 @枝江Tom头子 :高中可能是凭运气上的，但中专一定是凭实力考进去的[滑稽],25岁了还没去过华莱士,二级评论,5,7,2024-11-06 07:33:08
乾日月,保密,回复 @25岁了还没去过华莱士 : 确定没打游戏的吗？,25岁了还没去过华莱士,二级评论,4,0,2024-11-06 09:47:46
业务经理姆巴佩,男,回复 @Farewell诀 :不是说现在中专可以考进全日制本科吗,25岁了还没去过华莱士,二级评论,6,0,2024-11-06 10:20:56
天光碎梦众行远,女,回复 @业务经理姆巴佩 :成绩好就可以，但我看了姜萍他们班的成绩单（涟水教育局证实了是真的），总分最高的也就403，姜萍是378（数学51）,25岁了还没去过华莱士,二级评论,5,3,2024-11-06 12:30:24
Farewell诀,男,回复 @业务经理姆巴佩 :虽然考是可以考，但如果你去看看中专成绩就明白了，实际上那那种差的普高考上本科就很不得了了，中专拿命考，考上一个学校就可以全校宣传了,25岁了还没去过华莱士,二级评论,6,0,2024-11-06 12:57:36
zyxsam,保密,回复 @业务经理姆巴佩 :考当然可以考，我就是，同年级还有一个同学（不同专业）也是。但要考进总归还是得有那个能力啊，我是很清楚自己中考加复读都考砸是心理原因占大头（那几年是真有些抑郁的），才有底气考秋考,25岁了还没去过华莱士,二级评论,5,0,2024-11-11 00:58:52
被人研究员,男,回复 @业务经理姆巴佩 :早就可以了，而且还比普高简单,25岁了还没去过华莱士,二级评论,6,0,2024-11-11 10:54:56
J_Chanra,男,回复 @业务经理姆巴佩 :早年中专大专3+2，然后专升本应该更简单省时间，或者大专本科3+2的都行，但是肯定难考，我认识的中专升本科的就一个，那人家里不差钱，家里不要求他工作什么的，他就边玩边学，混到本科毕业,25岁了还没去过华莱士,二级评论,6,0,2024-11-15 18:13:31
私募阿瓦隆系统,保密,正话反话全让学新闻学的说了,,一级评论,2,157,2024-11-05 12:51:53
我是博博呦,保密,那些报道的媒体，转载超过5000，涉嫌造谣穿越，直接判,,一级评论,5,142,2024-11-05 12:37:21
D语言大佬,保密,我判我自己[tv_doge],我是博博呦,二级评论,5,18,2024-11-05 18:23:29
下水道阴暗母老鼠,保密,央视怎么判,我是博博呦,二级评论,5,32,2024-11-06 03:00:18
下水道阴暗母老鼠,保密,他们只会判那些个人博主，反正不损害自己的利益。既彰显自己的正义，还赚了一波流量，那么多视频平台那么多pz基本不管，重大有争议的事件都是有头无尾，比如三个小孩。,我是博博呦,二级评论,5,18,2024-11-06 03:04:20
酸酸帅浅梦,保密,他们自己就是,我是博博呦,二级评论,3,0,2024-11-07 00:23:46
QQAQQAQQ,保密,不懂就问，法律上讲，这次造谣的个人、媒体到底该不该判刑？毕竟最近很多芝麻大点的事都被判过[辣眼睛],,一级评论,5,120,2024-11-05 07:33:34
苟日D,男,判刑的🔨不在你我手里,QQAQQAQQ,二级评论,5,33,2024-11-05 08:43:58
弦绝伯牙,保密,那能一样吗,QQAQQAQQ,二级评论,5,6,2024-11-05 12:01:06
我嘞个卡佩佩啊,男,判不了，因为当时媒体也不知道是造假,QQAQQAQQ,二级评论,5,11,2024-11-05 12:11:34
泥头车司机刘师傅,保密,导师恶意指导，网友恶意指正，比赛恶意监管不严，媒体积极报道，善意吃流量[喜极而泣],QQAQQAQQ,二级评论,5,19,2024-11-05 12:58:04
蛋糕ヽ,女,那能一样吗，都自己人,QQAQQAQQ,二级评论,6,2,2024-11-05 18:53:22
keykira,保密,央视网都发了，大水冲了龙王庙多不好呀,QQAQQAQQ,二级评论,6,13,2024-11-05 22:06:54
剑与吾王同在,男,"考数学别人写解字 姜萍都快答完了
                                                      ——央视网
平时的作业，我扫了一眼，觉得没有做的价值，我更喜欢在高等数学里探索。                    ——姜萍",,一级评论,5,119,2024-11-05 00:59:28
゛但为君故,男,价值×代价√,剑与吾王同在,二级评论,5,2,2024-11-05 19:03:57
走向自己的路,保密,不是没有做的代价？,剑与吾王同在,二级评论,4,0,2024-11-10 13:47:56
春宴如旧,保密,一个很简单的道理，如果想要知道某个人在某个专业领域是否有真才实学，最好多问问他该领域的问题，回答地越具体越细致，即使答案不是那么准确，至少说明接受过系统教育或者思考过；如若答的飘飘然不明所以抓不住重点，那么最多也就是门外汉水准。,,一级评论,6,81,2024-11-04 23:06:53
一个cassandra人,女,是的,春宴如旧,二级评论,4,0,2024-11-05 20:07:42
你好像那个谁啊,女,采风就能看出来的，硬是炒起来了,春宴如旧,二级评论,6,0,2024-11-06 01:17:02
Gwine-x,保密,不是你们这些下流媒体在吹捧，她能有今天的流量？,,一级评论,6,52,2024-11-05 08:37:06
PokemonRule,保密,装什么理中客，当初大张旗鼓鼓吹的是你们，现在砸锅了出来道貌岸然的又是你们,,一级评论,6,52,2024-11-08 09:43:22
死在起名字的路上咯,保密,感觉这些新闻工作者脸皮也收够厚,PokemonRule,二级评论,5,1,2024-12-03 22:55:34
没有道德请勿绑架,保密,装尔冯的福的理中客呢，出境的这个不管自愿还是非自愿都是个铁血龟怒。,,一级评论,5,50,2024-11-05 19:17:40
没有道德请勿绑架,保密,更正:出镜,没有道德请勿绑架,二级评论,5,0,2024-11-05 19:20:25
wiiefofn,保密,捧杀的是你们，捧杀她的同时试图棒杀质疑者的也是你们，现在真相大白，始作俑者反而跑来喊着和平友爱，何其荒谬？！,,一级评论,5,80,2024-11-04 22:46:24
wiiefofn,保密,我还是喜欢这篇新闻稿的原标题《对姜萍不妨多一些宽容》。,wiiefofn,二级评论,5,19,2024-11-04 22:48:36
wiiefofn,保密,捧杀棒杀这对形近字能总结出来也是难为你们了，巴黎奥运会时候用在形容我们对待运动员的评价方式上，可运动员别管表现如何，好歹是为国争光，起码是行业佼佼者。如今用在一个骗子，一场闹剧头上，是措辞匮乏，还是缺少创意呢？制造闹剧者有什么对社会的积极作用，为何不能口诛笔伐，如何不应穷追猛打？,wiiefofn,二级评论,5,15,2024-11-04 22:51:02
牛车吃卷饼,保密,普通人造谣需要承担责任而有的人却可以不用,wiiefofn,二级评论,6,6,2024-11-04 23:55:23
sa哥の嘤嘤嘤嘤,男,高中数学还是没教好，Σ写成这样，难评[吃瓜],wiiefofn,二级评论,6,1,2024-11-05 00:47:53
万里云染,女,什么你们你们的，就根本不是一群人。网民在你而言都是你们是吧,wiiefofn,二级评论,5,5,2024-11-05 00:49:59
wiiefofn,保密,回复 @万里云染 :这个你们专指北京日报，读的稿子在微信号上发过，当然你觉得和他们一路人愿意对号入座也可以，不是的话就别这么自作多情以为谁都乐意搭理你。,wiiefofn,二级评论,5,14,2024-11-05 00:55:36
大帝心善,保密,谁否定了奋斗？质疑姜萍的人否定了奋斗？,,一级评论,5,46,2024-11-05 12:43:45
lilywhiteEX,保密,如果连证实的能力都没有，就不要说自己是新闻,,一级评论,3,43,2024-11-05 11:54:27
高棉可爱小猫头鹰,男,媒体不多bb没多少人会看到那个排名,,一级评论,6,40,2024-11-05 19:32:33
艹此用户不存在,男,练得Σ形似2形，千株松下六函经。我来问姜无馀说，云在青天水在萍[呲牙][呲牙][呲牙],,一级评论,6,20,2024-11-04 22:15:06
hwx黄同学,保密,这样说是不是太伤她了[doge],艹此用户不存在,二级评论,5,1,2024-11-04 22:45:05
牛车吃卷饼,保密,回复 @hwx黄同学 :伤你***,艹此用户不存在,二级评论,6,3,2024-11-04 23:32:31
椒盐eee,保密,都是天才！没有作弊！,艹此用户不存在,二级评论,4,0,2024-11-11 20:19:16
NASA孙连城,男,我管你这那的,,一级评论,6,13,2024-11-05 08:26:08
lumuwenen,男,你是真饿了,NASA孙连城,二级评论,5,1,2024-11-05 19:46:06
slim_T,男,发个新闻先正着说一下，隔一段时间再反着说一下，隔一段时间再拿出来炒一下冷饭，隔几年再旧事重提一下，新闻行业再发展几年应该就能实现永久自产自销了，新闻行业的大突破啊。,,一级评论,5,37,2024-11-06 00:50:29
各自无聊各自鸣,男,包发展的呀[支持],slim_T,二级评论,6,0,2024-12-13 17:49:44
跟鱼抢老婆的帽子,保密,《你从中国大学里面的所有专业里面，闭着眼睛随便摸一个都比学新闻好》,,一级评论,5,16,2024-11-05 17:30:23
第4世界,男,不止，还有传媒，新媒体[大笑],跟鱼抢老婆的帽子,二级评论,6,0,2024-11-21 01:55:24
星枫Darling,保密,装弥冯的理中客呢,,一级评论,6,16,2024-11-05 14:59:47
战长烟,男,包括央视在内，你们这些官方新闻完全就是有官方撑腰的自媒体，正话反话全说了，没有一点专业素养，真是学新闻学的,,一级评论,5,37,2024-11-05 14:00:25
晨光斜日,保密,学新闻真好，无论怎么样都有话说，都是好人,,一级评论,5,15,2024-11-10 17:30:12
吴樹,保密,好话坏话你们全说了，我们说什么,,一级评论,6,33,2024-11-05 21:06:18
hybid,保密,"打击作弊者，让作弊者永不翻身恰恰是激励青少年学习数学热情的最好途径。
扬言要宽容作弊者才是对真正脚踏实地的奋斗者最大的亵渎。
如果有所谓青少年被什么对作弊者“落井下石”打击到学习的“勇气”。他这个勇气不是学习数学的勇气，是学习“作弊”的勇气。",,一级评论,5,15,2024-11-05 12:23:26
永远25岁的阿伦,男,装什么理中客呢,,一级评论,5,36,2024-11-05 02:29:48
notblackblue,保密,远离啥了，破中专过两年出来带货，人家流量你一辈子都吃不到,,一级评论,5,15,2024-11-04 22:08:34
MOmo衍,男,正反流量两头吃，给你一拳，纱貔媒体,,一级评论,6,15,2024-11-05 12:31:07
一只琴渣,保密,不应该给宽容，应该狠狠的“落井下石”，打倒打臭这种学术不端行为。王姓老师是成年人，负大部分责任。姜萍部分责任，这个年纪应该懂得诚信做人这些道理，采访可不是别人拿着AK逼她演的吧？不追究二人责任，岂不是纵容学术作弊？那广大学子是不是也可以有样学样，中考也“帮助”，高考也“帮助”？还谈什么公平公正,,一级评论,5,37,2024-11-05 08:35:42
枫茗苏糖,男,媒体就应该多一些刨根问底，少一些模棱两可,一只琴渣,二级评论,6,4,2024-11-05 09:32:20
牢姜啊牢姜,保密,姜萍大部分责任，她完全可以不给王身份证,一只琴渣,二级评论,3,2,2024-11-05 13:18:49
lddlinan,保密,一个商业数学比赛硬扯得上“学术”么？摆拍视频怎么就是“采访”了，这年头，摆拍看得少么，JP说到底，是个很好的“演员”罢了，跟保健品广告里的信誓旦旦的大爷大妈区别不大。 你的言论都基于：“阿里数赛初赛是很了不起的比赛，是学术界的比赛”， 可惜这点根本就站不住脚。把阿里想得猥琐点，那么什么事情都解释的通了,一只琴渣,二级评论,5,0,2024-11-07 14:00:37
枫茗苏糖,男,所以当初是谁炒作的[星星眼],,一级评论,6,32,2024-11-05 08:15:20
夏天_dh,保密,[星星眼]姜萍：“咦，这都有竞赛奖拿呀，嚯嚯嚯，我就让老师帮个忙没想到还有大奖拿。”[星星眼],枫茗苏糖,二级评论,6,0,2024-11-09 13:28:03
普通又自信的pf男,保密,你们这帮媒体人改判刑,,一级评论,6,13,2024-11-09 12:55:19
嘤阁,男,回复 @偷走整片星空 :你也是学新闻学的😁,普通又自信的pf男,二级评论,5,0,2024-11-10 10:41:53
16岁超级无敌美少女,女,快进到姜萍发视频道歉然后改过自新最后开直播卖货,,一级评论,5,28,2024-11-04 23:28:22
763216-bilibi,保密,上大专就可以直播了[吃瓜],16岁超级无敌美少女,二级评论,6,1,2024-11-05 00:50:58
最爱吃兽奶kd52698,男,还是赚了[doge],16岁超级无敌美少女,二级评论,5,0,2024-11-05 07:42:18
牢姜啊牢姜,保密,她没那个胆量和能力,16岁超级无敌美少女,二级评论,3,0,2024-11-05 13:16:24
辰行远over,男,又要辩证的看了[笑哭],,一级评论,6,12,2024-11-05 10:25:36
入云深处丶,保密,什么叫做作弊？说好听点，那叫《急功近利》《拔苗助长》,,一级评论,5,32,2024-11-05 07:12:55
-阿根-,保密,说好听点是叫滥竽充数，欺世盗名,入云深处丶,二级评论,6,6,2024-11-05 10:51:48
二次元_批酱,保密,太想进步了,入云深处丶,二级评论,5,0,2024-11-14 08:05:52
鼠鼠沃鸭,保密,幽默,,一级评论,2,10,2024-11-08 20:33:58
不努力就狗带-,保密,憋笑,鼠鼠沃鸭,二级评论,5,0,2024-11-09 20:42:06
极限推倒,保密,主流媒体不经查证就盲目报道，是不是至少得通报一下。,,一级评论,6,25,2024-11-05 22:14:25
嘤阁,男,GHG魅力时刻，看到是👩的恨不得吹上天，还去求证？[doge],极限推倒,二级评论,5,5,2024-11-10 10:35:47
mintkeeper,保密,新闻媒体如果没有证实消息真实性的能力就尽量闭嘴，少事后放P。,,一级评论,6,10,2024-11-05 19:48:08
小芝的大壳壳壳,保密,"都上中专了，还书啥桌阿。
好好拧螺丝，别怀孕，就算好学生特",,一级评论,4,25,2024-11-05 07:32:49
The_Sha,保密,笑话,,一级评论,5,12,2024-11-05 22:46:08
The_Sha,保密,新闻学,The_Sha,二级评论,5,0,2024-11-05 22:46:17
The_Sha,保密,就是,The_Sha,二级评论,5,0,2024-11-05 22:46:24
The_Sha,保密,真正的,The_Sha,二级评论,5,0,2024-11-05 22:46:30
The_Sha,保密,笑话,The_Sha,二级评论,5,0,2024-11-05 22:46:35
咩咩瓶片手,男,Ture dude,The_Sha,二级评论,6,0,2024-11-07 20:53:42
湾仔领导,男,这就是经典的“知错改错不认错”,,一级评论,6,24,2024-11-05 12:01:27
南南又蚌蚌,保密,之前你们没捧她似的 说出这种话你们编辑部是凑不出一个完整的脑子了吗 闭上你那个嘴也好过天天在这左右互搏,,一级评论,5,4,2024-11-05 18:51:13
第4世界,男,经典,南南又蚌蚌,二级评论,6,0,2024-11-21 01:53:25
第4世界,男,她们存在的目的就是吃矛盾流量和制造矛盾的,南南又蚌蚌,二级评论,6,0,2024-11-21 01:54:11
K9084,保密,给她一台安静的缝纫机吧，书桌看来不太适合她了,,一级评论,6,44,2024-11-05 18:59:11
Piercing28WsVeil,保密,一只脚踏进了缅北,K9084,二级评论,4,5,2024-11-05 21:41:05
嵌纱,保密,缝纫机也没用，不脚踏实地服装专业也学不起来,K9084,二级评论,6,4,2024-11-06 08:29:31
把文艺复兴进行到底,保密,我差点以为是要让她进去[doge_金箍],K9084,二级评论,3,0,2024-11-09 23:29:36
微辣鸳鸯锅大老爷,保密,贵媒体也发布过相关信息，记者第一时间去调查了吗？实地走访了吗？核实相关信息了吗？记者的基本功还记得吗？还是只会和自媒体一样转载?,,一级评论,6,8,2024-11-08 23:52:26
ALEEB,保密,反正话都被新闻媒体说完了,,一级评论,5,8,2024-11-10 17:34:45
是爱抖露呀,保密,如果媒体不再搅混水，也算是互联网的一大进步，可惜你们就这副德行，一辈子勾改不了持矢,,一级评论,6,8,2024-11-10 10:41:24
拷问姬-伊丽莎白,保密,不是哥们，新闻学有真实性这个特性吗？,,一级评论,5,8,2024-11-06 09:54:05
花谢潮落,男,很显然，没有,拷问姬-伊丽莎白,二级评论,5,0,2024-11-06 11:34:11
第4世界,男,新闻学现在就是工具，立面很多cmg，全靠制造矛盾来吃饭的,拷问姬-伊丽莎白,二级评论,6,0,2024-11-21 01:35:47
君士坦丁堡wly,保密,我上早班，你们这些新闻媒体都是一个样。,,一级评论,4,22,2024-11-05 21:51:13
迟到的梅勒斯,男,你们炒的热度，现在又来教育观众？,,一级评论,5,22,2024-11-05 19:14:09
逃课上网的机器人,保密,给你典完了，姜萍出来接受采访就应该做好被反噬的准备，凭什么宽容？,,一级评论,6,8,2024-11-05 19:04:10
底价奧特曼,男,"“我除了吃饭睡觉都在做题😤👍，平时做的那些作业，我扫一眼👀，我觉得没有什么做的价值🤓👆”
“我更偏向于做高等数学之类的✍️🧐，它会给我带来探索的欲望，我喜欢一步一步证明😍🙌，得到我想证明的东西🥰👍”
“无论未来会怎么样，数学这个兴趣爱好一直会持续下去😁☝️”",,一级评论,4,8,2024-11-05 12:10:38
___Tamako___,保密,不是代价？,底价奧特曼,二级评论,3,0,2024-11-05 12:12:06
赛雷八分钟,男,新闻学是这样的，吃两波是常识，捧的是它，要人反思也是它，赢麻了，就是自己从不反思，占领制高点就是NB[doge],,一级评论,6,22,2024-11-05 10:46:53
洛瑟玛塞强,保密,这需要4个月？现场再考一次不就可以了[思考],,一级评论,6,8,2024-11-05 21:43:26
天光碎梦众行远,女,不敢呗，主＝6,洛瑟玛塞强,二级评论,5,0,2024-11-06 12:34:34
被人研究员,男,这是最简单证明方法[doge]不过当事人不太配合,洛瑟玛塞强,二级评论,6,1,2024-11-11 11:01:24
圆锥曲线ConicSection,男,扫码作弊勾还书桌上了？先把她那点衣服缝好再说吧,,一级评论,6,8,2024-11-05 11:31:22
Transylvaniaball,保密,"考数学别人写解字 姜萍都快答完了
                                                      ——央视网
平时的作业，我扫了一眼，觉得没有做的价值，我更喜欢在高等数学里探索。                    ——姜萍",,一级评论,6,19,2024-11-05 07:25:14
Transylvaniaball,保密,姜萍事件的本质：新闻学大战数理化。[doge],,一级评论,6,19,2024-11-05 07:25:11
我康昌就是一口,保密,你不冲姜萍，我们可就冲你了啊[星星眼],,一级评论,6,22,2024-11-04 23:12:00
_Pursue_Dream_,保密,没有你们这群无良媒体的炒作最重要,,一级评论,5,10,2024-11-05 18:07:38
伪装的伪,保密,学新闻的被你们这么一嚯嚯，马上就沦为路边的一条了，街边刚有人拉一坨你就捧起来狂炫，炫完立刻吠叫起来，搞得大伙还以为你这路边吃到啥好东西，结果最后你也拉出来，其他路边也跑来炫了,,一级评论,6,7,2024-11-06 08:30:06
鱿肽臂亡,保密,好好说的说都被你们说了是吗？,,一级评论,4,7,2024-11-05 18:59:37
蚌埠居士blues,保密,流量你吃了，好人你做了，现在再来教导一下网友，真是棒极了,,一级评论,6,6,2024-12-05 03:33:03
乌贼悍匪派大星三世,男,你们这群媒体刚开始的时候鼓吹姜萍才女论，现在又开始抨击这个抨击那个？什么时候能自我批评？,,一级评论,5,6,2024-11-05 22:53:59
隨風搖曳,男,有流量就好，不管之前說過什麼話做過什麼事，這些媒體的腦子只能裝一天的東西，一覺醒來腦袋都空了,乌贼悍匪派大星三世,二级评论,6,0,2024-11-19 12:48:34
爬墙虎的树2,男,作为高中生作文素材不错，作为大学生dddd,,一级评论,5,6,2024-11-05 08:39:22
knj_gh,保密,不就是你们新闻媒体炒作的么？,,一级评论,5,6,2024-11-06 15:34:50
幽兰之鲸,保密,你说个寂寞啊，一鱼两吃玩明白了算是,,一级评论,4,6,2024-11-05 17:56:50
Agst克劳狄乌斯,男,他们一鱼两吃，好歹还装一下之前那条鱼没吃。今天下午看到一个up，一鱼两吃，之前那条鱼骨头都还在，还装之前没吃过[笑哭][笑哭][笑哭][笑哭],幽兰之鲸,二级评论,6,0,2024-11-05 19:38:25
星野油星,保密,不管结果怎么样，姜萍都是优秀的孩子，她能参加这个决赛就很厉害了，只是没达到那个层次。帮助归帮助，姜萍实力还是有一点的，虽没那么强，只是被老师坑了，是老师毁了花季少女。而且我听说姜萍已经被史莱克学院录取了,,一级评论,2,10,2024-11-07 12:31:14
__星宝__,男,[偷笑],星野油星,二级评论,6,0,2024-11-07 21:31:56
看起来很好吃的虾怪,保密,我作证，我亲眼看见她和一群人带着兔子进去的[大哭],星野油星,二级评论,5,3,2024-11-07 23:40:29
蓝图拉特,保密,装尔冯的福的理中客呢，出镜的这个不管自愿还是非自愿都是个铁血龟怒。,,一级评论,5,5,2024-11-10 19:51:57
