用户昵称,性别,评论内容,被回复用户,评论层级,用户当前等级,点赞数量,回复时间
程心那个鑫,男,回复 @小生剑气近 :一般搞科研的人说自己的科研的时候都很快，因为汇报的时候都很快，对自己的东西也很熟悉，往往就是嘴巴没有思路快，想快快的把自己的东西说完。,碳酸橡木,二级评论,6,0,2024-12-06 10:23:37
小生剑气近,男,回复 @程心那个鑫 :所以呢？嘴跟不上，跟不上，跟不上，跟不上，那就是嘴慢！[无语],碳酸橡木,二级评论,6,0,2024-12-06 11:46:01
程心那个鑫,男,回复 @小生剑气近 :不是慢，嘴巴会说的很快，因为思维已经好了，这个慢是相对于自己的思维，但是外面人来看就语速很快，韦神一段采访也是说话很快。,碳酸橡木,二级评论,6,0,2024-12-09 01:23:04
TartagIia,男,2:44,,一级评论,5,55,2024-11-07 19:40:31
油咖哩,男,神学,TartagIia,二级评论,5,1,2024-11-07 23:03:41
We_Miuiu,男,明显音频剪辑痕迹，以前是数学方面，现在是数学分析[呲牙],TartagIia,二级评论,6,9,2024-11-08 08:51:41
ALEEB,保密,偏微分 和方程中间有很明显停顿的。他压根都不知道偏微分方程是一门学科。在他的认知里，可能在短视频中刷过偏微分，然后方程他应该是知道的。所以就会有很明显的停顿，她以为是两个东西。并不是刻意解读，是真学过数学的，什么常微分方程，偏微分方程，实变函数，拓扑，抽象代数这些都会叫得很连贯顺口。[笑哭][笑哭],,一级评论,5,50,2024-11-11 12:41:39
白云道先生,男,对，而且一般名字这么长还有点拗口的，大多会用中英文简称替代，比如ODE、PDE，实变之类的[笑哭]，很多数学的讲座都这样的,ALEEB,二级评论,5,1,2024-12-03 14:01:37
同化索引,保密,"笛卡尔：&#34;我思故我在，上帝亦然&#34; 
康德：&#34;上帝是道德法则的化身&#34; 
黑格尔：&#34;上帝即世界精神&#34;
斯宾诺莎：&#34;上帝即自然&#34; 
尼采：&#34;上帝已死&#34; 
jp：主=6
可以看到哲学家们对于上帝的认识越来越清晰了【小A和小B_哈哈哈哈】",,一级评论,2,41,2024-11-22 18:34:44
BungieStudio,男,Althoughでも，斯宾诺莎是在笛卡尔之后、康德之前的,同化索引,二级评论,6,1,2024-11-30 04:21:44
路过的猫猫虫,保密,元素周期表六号元素是碳元素，碳元素是碳基生物的基础，所以主≡6[OK],同化索引,二级评论,5,0,2024-11-30 22:59:27
漫步紫空下丿,保密,。。。,同化索引,二级评论,5,0,2024-12-04 16:14:50
千采苓,保密,最后为什么突兀地加个狗叫[doge],,一级评论,6,31,2024-11-07 20:46:06
bili_6254_亻人气,保密,旺[doge],千采苓,二级评论,5,1,2024-11-07 22:57:46
A特斯河之赞,保密,这就是凤凰网聪明的地方。让支持和反对的。都认为凤凰网是在骂对方,千采苓,二级评论,5,14,2024-11-08 01:18:01
大白的究极思考,保密,初中600多分什么水平呢？,,一级评论,5,26,2024-11-09 13:13:35
jgszyfsjqf,保密,在当地只能勉强上最差的普高的水平[笑哭],大白的究极思考,二级评论,6,19,2024-11-09 13:29:37
伊特爱好者,男,这个要具体城市来看了[笑哭],大白的究极思考,二级评论,6,5,2024-11-10 02:22:55
漠河长勾月流水,保密,这个要看地区的，比如说深圳这边23年中考满分就610。,大白的究极思考,二级评论,2,9,2024-11-10 10:46:51
秋水仙碱__,保密,"涟水中学分数线：
2024年分数线：651分；
2023年分数线：660分；
2022年分数线：676分；
2021年分数线：681分；",大白的究极思考,二级评论,2,12,2024-11-11 08:12:38
桜都字幕組,保密,16年前我初中700来分那时候没分什么科 就三大科目   政治  历史  地理    物理  化学  生物不知道现在改制成什么样,大白的究极思考,二级评论,6,0,2024-11-11 21:27:22
瞎小刀大撒子,保密,中考规则不同地级市都不太一样。我老家山东，那里考11科，原始总分是1160分[doge]，乘以权重之后总分是750分[吃瓜],大白的究极思考,二级评论,6,1,2024-11-12 12:48:00
雨前炭韵,保密,我当年普高线是610分[笑哭],大白的究极思考,二级评论,5,0,2024-11-12 15:25:30
千岛千羽,保密,我这还好能上好一点的高中，最差的今年录取线530,大白的究极思考,二级评论,3,0,2024-11-13 12:26:58
尊重饥饿,男,从偏微分方程到解析几何再到服装设计，融会贯通了，全才[呲牙],大白的究极思考,二级评论,6,1,2024-11-17 06:52:31
一愿平安喜乐,保密,如果这个江平的发言稿是他自己写的，他语文成绩应该也不差。他数学这么好，语文再不差，怎么至于考个中专？,大白的究极思考,二级评论,5,0,2024-11-19 16:18:43
_雨声-_,男,六百多分可以了,大白的究极思考,二级评论,5,0,2024-11-20 19:34:01
allianz13,保密,看满分吧,大白的究极思考,二级评论,5,0,2024-11-21 15:40:46
新西区柯克,保密,看城市,大白的究极思考,二级评论,5,0,2024-11-24 09:30:56
红发妖坤,保密,如何分辨狼和狗？看户体，僵翘是狼，僵平是狗,,一级评论,6,23,2024-11-08 16:09:31
ob1wan,保密,[doge],红发妖坤,二级评论,5,0,2024-11-10 18:26:54
野野宫梅拉_0fficial,保密,六神无主,,一级评论,5,18,2024-11-16 19:06:21
天可汗帝中帝,保密,不是主神无六吗？[doge],野野宫梅拉_0fficial,二级评论,5,6,2024-11-17 20:27:08
奈氚冲浪狂人,男,回复 @天可汗帝中帝 :这就是甜菜,野野宫梅拉_0fficial,二级评论,5,0,2024-11-29 11:17:07
mereleche,保密,主等于六,野野宫梅拉_0fficial,二级评论,4,0,2024-12-14 23:08:49
Iphone16Promaxx,保密,她是不是认为偏微分是一个，方程是另一个...明显停顿了,,一级评论,2,2,2024-12-08 16:21:24
DIO1983,男,所以数学方便面，真·原版说的是方便面还是方面啊[笑哭],,一级评论,5,2,2024-11-26 02:11:44
中国人百姓,保密,仔细看了又看这个央视采访视频，打死我都相信姜萍确实是数学方面的天才,,一级评论,4,6,2024-11-19 15:34:15
点亮早起者的希望,保密,&#34;我除了吃饭睡觉都在做题👍，平时做的那些作业，我扫一眼👀，我觉得没有什么做的价值🤓👆，我更偏向于做  高  等  数  学  之类的，它会给我带来  探  索  的欲望，我喜欢一步一步证明，得到我想证明的东西👉，无论未来会怎么样，数学这个兴趣爱好一直会持续下去🤓☝️&#34;,中国人百姓,二级评论,3,15,2024-11-22 11:05:03
新西区柯克,保密,这被子就这样了,中国人百姓,二级评论,5,1,2024-11-24 09:31:50
零晨四点半,女,这所有采访的词都一样啊,中国人百姓,二级评论,6,0,2024-11-25 12:08:06
SASCKL,男,回复 @点亮早起者的希望 :看一次难崩一次,中国人百姓,二级评论,6,0,2024-12-11 17:20:18
插花班,保密,？？？？？？？,,一级评论,5,5,2024-11-17 16:04:45
我的蛋糕不许动,保密,记住这些野鸡媒体,插花班,二级评论,5,0,2024-12-08 01:16:26
插花班,保密,回复 @我的蛋糕不许动 : 别侮辱野鸡。,插花班,二级评论,5,0,2024-12-08 11:02:09
Mr张炮哥,男,阿里巴巴的人采访她的时候真的没有感觉出有问题吗,,一级评论,5,4,2024-11-17 02:05:36
记忆里的晨,保密,第三方外包的采访团队吧[doge],Mr张炮哥,二级评论,3,0,2024-11-26 20:35:37
雨宫软微,男,去年也营销过外卖员，没火起来,Mr张炮哥,二级评论,6,0,2024-12-06 20:57:46
随你红尘入梦,保密,@凤凰网 厉害,,一级评论,5,7,2024-11-12 03:26:26
清白之年pp,保密,找的就是这个 一搜她名字现在全是一堆几秒钟的视频了。,,一级评论,6,4,2024-11-15 15:39:30
ANUforever,保密,来喽来喽！！！正好我有炸鸡哎,,一级评论,2,0,2024-11-11 11:31:13
Angel8712666,保密,为什么化妆不化妆的两个视频说的话一摸一样的,,一级评论,5,5,2024-11-09 20:08:15
高幸大仙,男,因为妆是后期p的,Angel8712666,二级评论,6,1,2024-11-11 19:10:14
琦玉老师1573,保密,跟室温超导有得一拼[吃瓜],,一级评论,6,7,2024-11-13 00:44:19
编曲学渣哥,保密,听一个视频说，是老师代答的,,一级评论,5,6,2024-11-08 17:25:03
G___ood,保密,现在还有这种人,,一级评论,5,7,2024-11-07 18:46:29
bili_6254_亻人气,保密,重磅发声,G___ood,二级评论,5,0,2024-11-07 23:02:51
Z焱凌,男,现在还有这种人说明咱国家的受教育程度还是不高啊，起码大专还没有完全普及[doge],G___ood,二级评论,6,0,2024-11-11 16:04:04
优飞飞,保密,回复 @Z焱凌 :别说大专中专了，我们这里，初中读完就不读了去结婚的也不少。。,G___ood,二级评论,4,0,2024-11-11 16:14:49
littlepantss,保密,学习的目的不就是离这帮人远点吗,G___ood,二级评论,6,0,2024-11-13 18:45:25
幻灭星坠,保密,ip一样的估计分流到中专破防了,G___ood,二级评论,6,0,2024-11-15 18:21:36
DIO1983,男,回复 @Z焱凌 :初中那么累，肯定没多少人认真啊，这受教育程度不高这不正常[doge],G___ood,二级评论,5,0,2024-11-26 02:36:30
不想学习的障障,女,为什么改掉了 原本不是没有做的代价吗,,一级评论,6,3,2024-11-10 20:12:23
魅flyme,保密,[吃瓜],,一级评论,4,1,2024-11-07 17:09:11
木鱼爱吃爆米花,保密,下一个谋女郎[星星眼][星星眼][星星眼],,一级评论,5,1,2024-11-28 10:21:05
风雨杂烩,女,当时我就觉得很扯了 江苏这个高中录取率考上了还不去读是怎么想的 更何况中专学费不是更贵吗[笑哭],,一级评论,6,1,2024-12-09 10:57:28
口是心非奥百聋,男,这还要补档，封口力度大，等过几年忘记这事是吧,,一级评论,6,1,2024-11-17 00:20:58
桜都字幕組,保密,狠狠地限流，这下主＝666[抠鼻],,一级评论,6,1,2024-11-11 21:25:23
复兴社之虎,保密,姜萍是受害者[笑哭],,一级评论,5,4,2024-11-09 13:15:49
科西嘉走廊,男,受害者背这么长稿子，真辛苦啊[星星眼],复兴社之虎,二级评论,6,57,2024-11-09 13:53:01
秋水仙碱__,保密,我们中专生是这样的[笑哭],复兴社之虎,二级评论,2,10,2024-11-11 08:13:21
ZXPMWJ,保密,IP正确[笑哭],复兴社之虎,二级评论,4,7,2024-11-11 09:59:38
桜都字幕組,保密,你说她不想沽名钓誉，你信吗？[打call],复兴社之虎,二级评论,6,9,2024-11-11 21:27:54
18759266716,保密,董事长给了她们家5000块，够立案哦[doge],复兴社之虎,二级评论,2,8,2024-11-12 09:40:37
你们还是too痒,保密,事到如今觉得自己受害啦？,复兴社之虎,二级评论,6,7,2024-11-13 00:13:21
小伙伴开心,男,哈哈哈哈哈,复兴社之虎,二级评论,6,3,2024-11-13 22:33:40
星枫Darling,保密,幽默,复兴社之虎,二级评论,6,4,2024-11-15 10:11:48
刁民郎当,保密,下次让我来当受害者吧，我比她会受。她中专能进数学竞赛，那我本科不应该高低给我受个诺贝尔吗[doge],复兴社之虎,二级评论,5,1,2024-11-21 20:01:04
点亮早起者的希望,保密,&#34;我除了吃饭睡觉都在做题👍，平时做的那些作业，我扫一眼👀，我觉得没有什么做的价值🤓👆，我更偏向于做  高  等  数  学  之类的，它会给我带来  探  索  的欲望，我喜欢一步一步证明，得到我想证明的东西👉，无论未来会怎么样，数学这个兴趣爱好一直会持续下去🤓☝️&#34;,复兴社之虎,二级评论,3,0,2024-11-22 11:04:55
Steve--专做废品,男,姜萍进监狱,复兴社之虎,二级评论,4,2,2024-11-23 18:10:43
Steve--专做废品,男,被欺骗的人和被网暴的人才是受害者，懂吗？,复兴社之虎,二级评论,4,2,2024-11-23 18:25:45
新西区柯克,保密,幽默,复兴社之虎,二级评论,5,0,2024-11-24 09:31:13
牢姜啊牢姜,保密,回复 @Steve--专做废品 :听说已经被阿巴阿巴给做了,复兴社之虎,二级评论,3,1,2024-11-26 01:34:51
超级足控,男,你是她小号?,复兴社之虎,二级评论,5,0,2024-11-29 10:21:35
莫名其妙的傻子,男,《唐山职业学院》,复兴社之虎,二级评论,6,0,2024-12-01 17:56:58
已经没有名字可以取了,保密,如何分辨狼和狗？看尸体，僵翘是狼，僵平是狗,,一级评论,2,1,2024-12-11 00:43:26
借月山房,保密,演技好,,一级评论,4,0,2024-11-14 11:32:30
Thsaiis,保密,主＝6,,一级评论,5,0,2024-11-29 15:01:03
太伟大了波指导,保密,咱就爱看这个,,一级评论,6,0,2024-11-11 13:40:18
小都伊稚子,保密,我发现一个人的草稿看出来他到底会不会做，这儿有些人他的字丑但是他就是很井然有序。有一些人的字，它就是就是感觉有时大有时小，没有什么自信一样。而且有时候抄答案跟自己做的时候自己也会不一样。,,一级评论,5,0,2024-12-16 09:23:06
马里奥吃蘑菇拌答辩,保密,心灵捕手,,一级评论,6,0,2024-11-10 11:51:06
Ceciles_,女,放在古代直接诛九族啦,,一级评论,6,0,2024-11-23 21:31:41
Steve--专做废品,男,姜萍进监狱,,一级评论,4,0,2024-11-23 18:02:46
PetiteAl,女,UP主加油！看好你噢~,,一级评论,6,0,2024-11-22 20:03:54
金-锭,保密,@fufy223a,,一级评论,6,0,2024-11-09 23:37:09
Rivendell-leaf,保密,这特么可比院线电影演技好多了,,一级评论,6,0,2024-12-10 19:55:52
22o2333,保密,存在即合理[doge],,一级评论,6,0,2024-11-28 01:56:06
无名庸人_G,男,甜菜,,一级评论,5,0,2024-11-19 16:40:00
