用户昵称,性别,评论内容,被回复用户,评论层级,用户当前等级,点赞数量,回复时间
度小糊-,男,对的，数学好的话理化不会差，怎么都能过线,_银古_,二级评论,5,0,2024-12-16 19:38:48
松风朱枪,保密,其实这个女生跟那个老师也都是整个事件的棋子罢了，回想一下，“造神”这种行为一直存在，以前网络不发达，大家习惯接受，没有养成质疑的习惯，经历很多事之后，相当一部分人不再选择盲从，而是学会了怀疑和质疑，于是这种所谓的造神就没那么灵了,,一级评论,5,31,2024-12-09 01:28:50
千阳华欣,保密,就这个活动，造神一直都存在，但姜萍最卖力最狂，她不是罪魁祸首，甚至不是最初的推手，但她挨的骂都是自己实打实争到的,松风朱枪,二级评论,5,3,2024-12-10 20:02:37
爱美好生活爱啵啵赞赞,女,回复 @千阳华欣 :无知者无畏，她的言行符合她的认知。,松风朱枪,二级评论,5,1,2024-12-11 00:06:36
刺骨鱼,男,真的敢说，b站都没有一个正经做这个视频的长视频。,,一级评论,6,106,2024-12-08 21:38:59
糊粥hzhz,男,谜案追踪了解一下[doge],刺骨鱼,二级评论,5,8,2024-12-09 01:17:44
LmaoJoker9527,男,这个是YTB搬过来的,刺骨鱼,二级评论,6,1,2024-12-14 21:04:43
长大長大,男,什么时候戏耍全国十四亿人了？我从来没觉得她是真的，因为我真学过高数,,一级评论,5,170,2024-12-08 20:08:12
vpn_111,保密,骗人和被骗的人没被骗到不冲突啊，当时宣传热度确实是经常上网冲浪的都知道了,长大長大,二级评论,5,18,2024-12-08 20:20:09
无上寰宇,保密,戏耍是客观行为，只有有没有被戏耍到,长大長大,二级评论,6,53,2024-12-08 21:19:35
群演702号,男,也不算骗吧，只能说他老师玩脱了，一开始只想着拿学生名义去考，后面阿里把她当做广告去宣传，然后是主流媒体的推助，后面到全民热议，把他们两的后路已经堵死了，连认错的机会都没有。,长大長大,二级评论,5,14,2024-12-08 23:53:51
桂花酒牛油果可可豆奶,保密,文案夸张了，我之前压根不认识她，我也被算上了[tv_晕],长大長大,二级评论,6,4,2024-12-09 08:47:41
希梵z,保密,搞得好像谁没学过高数一样，学过高数又不是啥本事[doge],长大長大,二级评论,5,1,2024-12-09 09:57:50
长大長大,男,回复 @希梵z :我又没说是啥本事，哪个理工科的没学过高数,长大長大,二级评论,5,1,2024-12-09 12:05:09
星星的故乡i,保密,文案不这么写怎么能引起网友的兴趣呢,长大長大,二级评论,4,0,2024-12-09 21:25:16
棒子婆姨戏耍14亿,保密,她老公是韩国人，自己深居澳洲，可能潜意识身怀恶意哪,长大長大,二级评论,2,1,2024-12-10 17:07:58
晶晶电脑,保密,在中国，梅西可能在修车厂，但是欧拉不可能是在读中专,长大長大,二级评论,6,3,2024-12-10 21:42:29
20岁亡命星巴克,保密,标题说的没毛病啊，确实是一对师生戏耍14亿人，只不过有人被戏耍到了有人没被戏耍到,长大長大,二级评论,3,2,2024-12-11 08:08:26
若智辅助,男,[嗑瓜子]你没被戏耍不代表她没戏耍人,长大長大,二级评论,5,0,2024-12-12 02:27:11
Roy_T_GAO,保密,第一时间还是骗了很多人的，别说学过高数，数学教授都有被骗的。只不过后来版书啥的一公开就知道是假的了,长大長大,二级评论,5,0,2024-12-13 18:13:53
天天减肥哟,保密,回复 @晶晶电脑 :精辟,长大長大,二级评论,4,0,2024-12-16 09:57:29
天天减肥哟,保密,回复 @Roy_T_GAO :国内比较复杂，魔怔人太多了，导致一开始质疑者就跟罕见似的，人人喊打。平冤昭雪后，那群魔怔人又站在道德制高点，指责事件当事人[辣眼睛],长大長大,二级评论,4,0,2024-12-16 10:03:09
夹心酱のATM_,男,做油管生意的，当然得起点对岸爱看的标题[喜极而泣],长大長大,二级评论,6,0,2024-12-16 12:04:28
雨色彷徨,男,就是，我也不信，我数学个位数，会做数学题的的都是假的[傲娇],长大長大,二级评论,6,0,2024-12-16 19:25:08
暮雨斜风落轻雷,男,哎，这新闻出来的时候，就感觉很不对劲。数学这门科学，会和不会太容易就能验证[笑哭][笑哭][笑哭],,一级评论,6,176,2024-12-08 19:04:45
GUERNlCA,男,是这样的，都不用说别，让她做份高考数学卷子估计就能露馅了,暮雨斜风落轻雷,二级评论,6,5,2024-12-08 19:28:57
vpn_111,保密,专业的东西就该专业的人去搞，现在互联网这么发达，胡乱追名造势只会把自己搭进去,暮雨斜风落轻雷,二级评论,5,18,2024-12-08 19:48:06
哈哈你想听音乐吗,男,https://m.hswh.org.cn/wzzx/llyd/jy/2024-11-07/90919.html,暮雨斜风落轻雷,二级评论,6,0,2024-12-10 17:50:32
眯着坏笑的眸,保密,客观点看，以江萍的条件，不足以主导这件事，多半是个牺牲品,,一级评论,6,35,2024-12-10 22:20:54
你我的白色安东尼,保密,牺牲个屁，她自己的虚荣心，以及不知天高地厚的表演害了自己。她自己是个什么水平自己心里没数么？那配合的表演，比影帝还影帝,眯着坏笑的眸,二级评论,3,2,2024-12-15 11:46:10
见闻如幻翳,男,之前有部分人能相信一个中专女能比肩清北男的数学水平。现在自然也可以相信她是个超高校级阴谋家。（哎呀，不好意思，超中专级）,眯着坏笑的眸,二级评论,6,0,2024-12-15 16:51:31
眯着坏笑的眸,保密,回复 @你我的白色安东尼 :虚荣心能帮她搞定考试，还是能帮她搞定舆论？明显有推手。靠她自己连门在哪都找不到，你就算分析不清形势，你看结果你还看不出来吗？这么大的动静里面纠缠了多少利益，就凭她条件，她配吗？现在吃饱喝足的人都上岸跑路了，就剩她一个挂在耻辱柱上。这不是明眼人一看就能明白的事情嘛。真是懒得理你[辣眼睛],眯着坏笑的眸,二级评论,6,4,2024-12-15 17:32:30
之梦之梦-,男,回复 @眯着坏笑的眸 :是各方强迫她配合表演的吗[疑惑]，如果这事成了，她不受益吗？主谋和主要责任肯定不在她，但她也脱不开关系,眯着坏笑的眸,二级评论,6,0,2024-12-15 18:56:56
绘画名犬大哥阳,男,姜小姐下半辈子要怎么过喔~~~,,一级评论,5,47,2024-12-08 19:50:53
戒掉愛熬夜,女,我也蠻替這個孩子感到擔憂,绘画名犬大哥阳,二级评论,3,21,2024-12-08 19:58:49
无边落木潇潇下_,男,那还用说当网红呗。,绘画名犬大哥阳,二级评论,6,15,2024-12-08 20:01:05
今天你感恩了吗,保密,改名搬家不就行了？互联网没有记忆的,绘画名犬大哥阳,二级评论,4,6,2024-12-08 20:11:56
风之轨,男,回复 @无边落木潇潇下_ :据说是退学了，家搬走了，在一家服装厂做女工呢,绘画名犬大哥阳,二级评论,6,8,2024-12-08 20:19:44
闲雲遮月清风袭花,男,过几年就没人记得了的。。,绘画名犬大哥阳,二级评论,6,2,2024-12-08 20:28:41
快乐的斯蒂芬喜欢高兴,保密,明年你就忘了,绘画名犬大哥阳,二级评论,6,0,2024-12-08 20:29:18
o早安-小王子o,男,回复 @戒掉愛熬夜 : 她开始配合演戏的时候就没想过演砸？,绘画名犬大哥阳,二级评论,6,1,2024-12-08 20:58:42
又当又立算什么东西,男,回复 @戒掉愛熬夜 :活该,绘画名犬大哥阳,二级评论,6,0,2024-12-08 21:03:10
这刻钟似幻似虚,保密,直播带货呗,绘画名犬大哥阳,二级评论,6,3,2024-12-08 21:31:57
大哲学家,保密,还能怎么过？淡出公众视野，大概率就是和其他普通孩子一样过呗,绘画名犬大哥阳,二级评论,6,0,2024-12-08 22:53:14
弥莎映画,保密,回复 @风之轨 :据谁说？,绘画名犬大哥阳,二级评论,6,0,2024-12-09 06:14:28
坕辰丶,男,几大定理成为未来互联网笑谈[doge_金箍],绘画名犬大哥阳,二级评论,5,0,2024-12-12 21:28:31
ODKisterZ18,男,只要心态够好，直播做数学题吧，直播间名字就叫《我依旧热爱数学》，做错做对都无所谓，重要的是节目效果[笑哭],绘画名犬大哥阳,二级评论,6,1,2024-12-14 20:34:05
哼哼哈哈咩咩,保密,回复 @o早安-小王子o :也可能小也不聪明，没想那么多。老师作弊造假肯定也选人得啊,绘画名犬大哥阳,二级评论,5,0,2024-12-15 08:46:39
oil彭粟栋,保密,回复 @这刻钟似幻似虚 :带PDE？,绘画名犬大哥阳,二级评论,4,0,2024-12-16 07:42:06
heou_,保密,读过高中的都懂哈，你要是数学好的话，其他科目真不会太差[微笑],,一级评论,6,21,2024-12-10 17:48:57
Oppai王国の巡游者,男,这倒是，当年我们学校英语平均成绩最好的班级基本上都是理科班，理科班可能也就政治历史差一些,heou_,二级评论,5,4,2024-12-11 17:54:02
行之有效-bili,保密,如果她老师有这么牛的水平，可以完全自己考，取得全球12的成绩，加上中专老师的身份标签，一样可以爆火，收获的利益不是更大，何必把姜推到台前。感觉真正答题的背后还有高人。,,一级评论,5,31,2024-12-08 21:27:49
热成水煮鱼,男,有啥高人啊，他老师先用的自己账号答题看题目，然后用她的账号答题刷分，谁知道玩大了,行之有效-bili,二级评论,6,15,2024-12-08 21:32:22
热成水煮鱼,男,中专老师教中专生成为全球第12，你觉得拿这个去办机构的收益大还是自己拿全球第12收益大[doge_金箍][doge][doge],行之有效-bili,二级评论,6,5,2024-12-08 21:33:24
行之有效-bili,保密,回复 @热成水煮鱼 : 数学要么会要么不会，他刷第一遍不会，二刷就会了？,行之有效-bili,二级评论,5,2,2024-12-08 21:37:24
行之有效-bili,保密,回复 @热成水煮鱼 :中专老师教中专生考全球12，只能证明中专生是天才少女，不能证明老师教的牛，除非各个都考12。从这次事件也能看的出，公众关注的、记住的也是姜，而不是王。,行之有效-bili,二级评论,5,0,2024-12-08 21:40:08
热成水煮鱼,男,考同样的题目，题目知道了，数学专业的去找答案对答案之后再考第二遍还是不会？类比一下前一天把卷子给你，你做了60分，今天让你对着答案做第二遍你还是考60分？？那是脑子有问题,行之有效-bili,二级评论,6,5,2024-12-08 21:40:56
热成水煮鱼,男,没得说，认知不同，按你的逻辑，清北都不应该宣传学校好老师教的好，全是天才学生的功劳，怎么炒作都不知道一天到晚净想着阴谋论也是挺有趣,行之有效-bili,二级评论,6,4,2024-12-08 22:00:02
老乔治选帝侯,保密,回复 @行之有效-bili :可以延长做题时间啊,行之有效-bili,二级评论,6,2,2024-12-08 22:01:52
棒棒雞mk2,保密,回复 @热成水煮鱼 :你怎麼知道清北的老師都很會教？他們或許很會做研究，或許很有才華，但教學可不一定行[吃瓜],行之有效-bili,二级评论,5,1,2024-12-08 22:25:40
还是叫我敢敢吧,男,回复 @行之有效-bili :有选择题，说是弄了两三个账号，包括他老婆的，拿不准的题目就各蒙一个，谁知道这次用姜萍账号蒙对太多了，分数高出来了,行之有效-bili,二级评论,6,2,2024-12-08 22:32:06
怼爷对线无敌,保密,"它们有一个抢手群，早被曝光了，你还在这YY呢？
不过，你的发言充分体现了一个抽奖号的特质[怪我咯]",行之有效-bili,二级评论,6,2,2024-12-08 22:48:23
不正经的白杆杆,男,回复 @行之有效-bili : [OK]同样的题目，解题时间就是关键。而且，会有很多办法解题。,行之有效-bili,二级评论,5,1,2024-12-08 22:56:38
Stan7777777,男,回复 @行之有效-bili :你就不能搜一搜或者看完视频？鸡毛不懂就瞎yy[辣眼睛],行之有效-bili,二级评论,4,0,2024-12-08 23:09:43
Peterblade,保密,这个非常好理解，王不仅是用了姜萍的，还用了他老婆的身份信息注册考试，同一套试题，考一次知道题目，然后私下咨询一下认识的人，再做一遍。 分数就上去了呗。,行之有效-bili,二级评论,5,0,2024-12-09 15:21:11
行之有效-bili,保密,回复 @Peterblade : “私下咨询认识的人”，所以你也是认可王没有这个水平。就算他用自己，用老婆，用朋友的号，做几遍，不会还是不会。我说的背后高人，是一个人或团队，可能不屑参与这个比赛，也可能设计好剧本，让姜冲台前。但是谎言用另一个谎言掩盖，始终没法圆满，最后草草收场。,行之有效-bili,二级评论,5,0,2024-12-10 12:10:28
Peterblade,保密,"回复 @行之有效-bili :回复 @行之有效-bili :就目前已经纰漏的信息看，王已经在过往几次的比赛中都是组团作弊，其中包括他朋友，他的老婆，不过这次玩大了，把姜萍这个17岁小姑娘的信息用了，方法就是初赛登录一个账号以后，将题目分享到群里，大家都做，然后选择不同的解答往不同的网络试卷上答题，因为数学竞赛，题目很难，很难肯定哪个解题思路和答案是对的，何况还有选择题。 结果就是把姜萍的账号的成绩弄的最高，12名，93分，而王自己的是120多名，分差估计也就10分以内，几个题的差异。 
只能说不小心搞了一个大新闻，阿里采访他们，他们也不敢承认作假，阿里发现作假，为了宣传自己的赛事，赚流量，也不点破，甚至推波助澜。",行之有效-bili,二级评论,5,0,2024-12-11 02:43:51
-杨改之,男,你是真的脑残，他有多个账号，他老婆账号上个就参加了，这个初赛又没有门槛，监督又不怎么齐全。他刷分呗。江平的账号刚好刷分，刷高了,行之有效-bili,二级评论,6,0,2024-12-14 21:03:11
-杨改之,男,回复 @行之有效-bili :他老师是苏州大学211硕士，怎么可能能迫切江平中专生的破圈才是正常的？,行之有效-bili,二级评论,6,0,2024-12-14 21:03:41
丨上条当麻丨,保密,"1、这件事的首恶肯定是王闰秋，获得利益最大的是阿里达摩院，但是付出最大代价的却是姜萍，这才是最大的不公，想起之前猫一杯暑假作业事件，姜萍事件阿里达摩院浪费了如此巨大的公共资源竟然完全没有被处罚，可笑至极。
2、姜萍事件的证据不是现在才po上网的，而是事件发酵后的几周内，但凡有正确的认知和一定的知识水平都能分辨出真假，遍观某音某手，入目之处一边倒地支持姜萍，我最早看到有多数质疑的是在某乎，这无外乎暴露出了中国互联网民智的现状，有的是被意识形态绑架，被性别对立绑架，更多的是单纯的愚蠢。",,一级评论,6,4,2024-12-11 19:31:06
裂开了R,男,[doge]这条视频会不会up主老早就发了，只不过是今天才过审,,一级评论,5,43,2024-12-08 19:20:57
骇人听闻2,男,昨天发的·,裂开了R,二级评论,6,3,2024-12-08 20:06:35
No-95银河眼暗物质龙,男,油管都是昨天发的，总不可能油管也卡审核,裂开了R,二级评论,5,5,2024-12-08 23:17:34
脑洞乌托邦,保密,是热乎的新视频～,裂开了R,二级评论,6,6,2024-12-09 09:17:38
归者兮风月,男,哎，看完已经没有什么愤怒，而是只剩无奈了。,,一级评论,5,53,2024-12-08 19:54:27
醉为伊人独相思,保密,有啥无奈的，往好想！人家费劲心思演一场戏，也一定程度上缓和了社会矛盾！,归者兮风月,二级评论,4,1,2024-12-08 21:30:34
归者兮风月,男,"我倒觉得不是缓和，而只是说明了这种矛盾的风潮依旧存在，这次事件只是把它又一次摆上了台面
不过引以为诫也是好事",归者兮风月,二级评论,5,6,2024-12-08 22:03:05
拂天子,保密,回复 @醉为伊人独相思 :阴燃,归者兮风月,二级评论,6,0,2024-12-09 07:03:39
Brown1u,男,别的不说，接受采访时的演技真的堪比老戏骨。,,一级评论,6,75,2024-12-08 19:28:50
风骨客,男,某些情况下，靠行骗是会取得成功的。错的是他们选了一个最没法行骗的领域[大笑],,一级评论,6,5,2024-12-09 13:30:07
死宅路易,保密,所以这种专业的事一般人就别站队了，最后反转打自己脸[笑哭],,一级评论,6,36,2024-12-08 19:27:32
拂天子,保密,但某种程度而言，这个宣传视频是常识可戳破的谎言。本来预设视角是基本都怀目的站队，没有看不破真假的,死宅路易,二级评论,6,3,2024-12-09 06:43:20
咸鱼cheese,男,这事一开始没多大风浪，因为本身就是线上野鸡比赛，但是观妹直接发视频开吹，给推上风口浪尖了，我之前听别人说是为了引导中考分流，还有说捧出来帮别的事吸引火力的,死宅路易,二级评论,5,2,2024-12-09 15:37:30
叶精灵,保密,正常学过高数的人是不会相信的，数学天才是有，但是说她能在一所中专里学到超越全球99%的人的数学知识，信这件事的人自身就有问题,死宅路易,二级评论,6,1,2024-12-09 17:09:37
源樱さくら,保密,回复 @咸鱼cheese :观妹每次都这样，就是他把事情吵大，后续又第一个隐身。之前的二舅与小摊一夜9000块就是，本来就是人家吹吹牛的小事，硬是他带头毁了人家人生。,死宅路易,二级评论,6,2,2024-12-10 12:25:23
Peterblade,保密,"姜萍事件最大的坏逼就是他的老师王闰秋和阿里达摩院这个山寨数学竞赛主办方。 
事实证明，是王闰秋乱用他老婆和他学生的信息报名参赛，多次答题，结果让姜萍成绩更高。 阿里达摩院为了宣传自己的赛事，拿姜萍当枪，当噱头，在不核实，或是明知是假的的情况下，放出姜萍采访视频，并且买热搜，把事情闹大。",,一级评论,5,10,2024-12-09 15:25:30
乔稚啊,女,我数学老师真叫姜萍，一开始看到姜萍数学竞赛的时候我真以为我老师去参加的[藏狐],,一级评论,5,20,2024-12-10 19:31:41
永乐大帝太宗文皇帝,保密,你老师没被取绰号？,乔稚啊,二级评论,5,0,2024-12-10 20:57:41
ODKisterZ18,男,你老师肯定比她强。,乔稚啊,二级评论,6,0,2024-12-14 20:27:37
Wow萸乘风,保密,别责怪小女孩了,,一级评论,5,3,2024-12-10 18:40:36
冒泡猪蹄,女,数学会就是会，不会是真不会，就很容易看出来，我同学给我讲数学题，就像爱因斯坦给猴开智，我的眼神透露着清澈的愚蠢和气急败坏，人家不慌不忙，看着我狗急跳墙,,一级评论,6,9,2024-12-09 01:11:30
黄瓜哥哥哥,保密,[吃瓜]终于等到了,,一级评论,5,4,2024-12-08 20:28:05
孝孝银银,男,"德不配位沽名钓誉的人多了
这个世界才显得光怪陆离",,一级评论,5,52,2024-12-08 19:01:30
孝孝银银,男,回复 @大汤姆奥古斯都 :还有那个哈佛女孩刘亦婷,孝孝银银,二级评论,5,0,2024-12-08 19:13:45
luksoo,保密,回复 @大汤姆奥古斯都 :你收藏夹里关于胖猫事件的讨论都是假的，胖猫事件的营销也挺牛逼的，很无聊一件事突然就爆了。公安机关已经发通报澄清有关该事件女主的谣传了,孝孝银银,二级评论,5,4,2024-12-08 20:21:03
Ashley香喷喷,保密,中国的教育体系，可能会埋没一个体育天才或者一个艺术天才，但不可能让一个数学天才去上中专。并且整个事件最让人无语的是，明明是就是单纯的造假，却被自媒体和网红们把方向引向了所谓“女权”，怀疑她就是在怀疑所有女性的能力。我自己是女生，这种没有意义的男女对立真的很让人反感。,,一级评论,4,6,2024-12-10 20:45:44
机智的蛋蛋-,保密,只能说姜萍是被资本利用的棋子,,一级评论,5,7,2024-12-09 13:16:13
走过-路过-慢慢长大,保密,这都不是重点，重点是像姜萍一样，如果是真的喜欢数学最求数学的人门，无论男女，都继续追寻下去，这也是一个好的开始呀，这也是一个好的梦想，人生除了生活也有了意义，虽然造假没有意义，但数学还是有意义的，希望姜萍走出这场风波，继续开始人生,,一级评论,4,3,2024-12-12 08:22:49
GUERNlCA,男,卧槽，小乌你敢讲这个啊，牛逼,,一级评论,6,20,2024-12-08 19:26:46
哈哈你想听音乐吗,男,https://m.hswh.org.cn/wzzx/llyd/jy/2024-11-07/90919.html,GUERNlCA,二级评论,6,0,2024-12-10 17:49:15
flovie,保密,简单来说就是一群成年人为了自己的利益，鼓动和教唆一个未成年人参与其中。当事情败露之后，这群成年人要么美美隐身，要么将责任等尽力推卸，最后社死的就只有那个受他们教唆的未成年人。,,一级评论,5,1,2024-12-15 21:38:22
不要忘记迪迦事件,男,只能说是数学竞赛，如果是诗歌竞赛、散文竞赛、某某理论竞赛，那这位青年才女才高八斗那是辩都辩不清的,,一级评论,6,57,2024-12-08 20:00:46
醉为伊人独相思,保密,不一定，又不是穿回古代了古诗词任你背！写诗词，散文，好文章不是那么容易的！,不要忘记迪迦事件,二级评论,4,1,2024-12-08 21:38:08
镜泊湖的覆盆子,保密,回复 @醉为伊人独相思 :[doge_金箍]为您搜索贾浅浅,不要忘记迪迦事件,二级评论,4,8,2024-12-08 21:43:37
不正经的白杆杆,男,回复 @醉为伊人独相思 : [嗑瓜子]文科是最好糊弄的。理科最难。不会就是不会,不要忘记迪迦事件,二级评论,5,4,2024-12-08 22:19:03
james0258,保密,回复 @镜泊湖的覆盆子 :站着尿还是蹲着尿……哈哈哈哈,不要忘记迪迦事件,二级评论,5,0,2024-12-08 23:12:37
太尉盾缺满宠,保密,韩寒就是这样的,不要忘记迪迦事件,二级评论,3,1,2024-12-09 02:59:49
李明姣1314,保密,回复 @不正经的白杆杆 : 现场直播最容易，词汇量和认知水平是非常容易看出来的,不要忘记迪迦事件,二级评论,5,1,2024-12-09 14:40:01
莎莲娜的蘑菇,男,回复 @醉为伊人独相思 :贾浅浅为你点个赞[抠鼻],不要忘记迪迦事件,二级评论,5,1,2024-12-09 18:56:13
Xiaot1986,保密,这事情 没有那么简单,,一级评论,6,21,2024-12-08 20:43:33
lichao4444,保密,你说对了,Xiaot1986,二级评论,5,0,2024-12-08 21:27:09
哈哈你想听音乐吗,男,https://m.hswh.org.cn/wzzx/llyd/jy/2024-11-07/90919.html,Xiaot1986,二级评论,6,0,2024-12-10 17:50:48
哈哈你想听音乐吗,男,对 背后不简单,Xiaot1986,二级评论,6,1,2024-12-10 17:51:01
hirowl,女,回复 @哈哈你想听音乐吗 :杰克马都戴过小白帽了，我一点不怀疑他跟国际资本勾结,Xiaot1986,二级评论,6,1,2024-12-10 23:57:50
短胖炸毛花,保密,支持她的那拨人当时可是逼着浙大破格录取，太抽象了,,一级评论,5,3,2024-12-08 21:35:44
姬成坤,保密,这个事最好笑的一点是东窗事发前，某些女性：都是女学生自己的功劳，男老师别来沾边，事发后，都是男老师为了利益作弊，害了女学生一辈子[大笑][大笑]脸都不用要了,,一级评论,4,5,2024-12-08 23:43:53
姬成坤,保密,更别说铺天盖地的质疑姜平就是普信男，就是阻碍女性崛起,姬成坤,二级评论,4,0,2024-12-08 23:45:09
天山杀手,保密,当年江苏的很多人都说江苏高考刷掉一半人（说的好像跟其他省没有刷掉这么多似的），还说江苏高等教育好，中专生就是比其他省的大学生要强，笑死了,,一级评论,5,3,2024-12-09 12:02:58
周淑怡cos李小璐,男,我山东的也很离谱，上高中卡掉一半人，高中考大学本科刷掉7成人，能上本科的已经可以说很牛了[笑哭]，当然我说的是我这种三线小城的农村,天山杀手,二级评论,6,1,2024-12-12 02:38:09
天山杀手,保密,回复 @周淑怡cos李小璐 :山东的教育水平是第一梯队的，比起江苏那种自吹自夸的无脑之徒好很多。江苏最恶心的就是你说高考压力和竞争激烈，它们就说江苏高考数学难，连高考压力和竞争激烈都不理解的人，真的无语。接触江苏人越多，尤其是苏南人，你会发现苏南人最恶心了,天山杀手,二级评论,5,1,2024-12-12 08:25:43
草野信子,保密,怎么说呢，那几位数学大佬在没有石捶锤证据的情况下做一个不可能，有一个不可能的言论确实很让人不爽，给人一种很居高临下，很傲慢的感觉，这可能是引出后边各种歧视言论的原因。反正我的个人感觉就是他们确实看不上这女孩，不管他是不是作弊了[笑哭],,一级评论,6,3,2024-12-09 15:51:23
我拉粑粑有一套,保密,还要怎么石锤？搞笑不是，你但凡有点知识，都不至于说这种事情还要别人石锤，哪个学习好的看得起一个作弊的？还高高在上都来了,草野信子,二级评论,5,4,2024-12-09 17:58:32
草野信子,保密,回复 @我拉粑粑有一套 :你得看整个事件，不是任何人都是数学学霸，大众看到的是，一个草根靠自己努力在这种高难度考试中取得了优异的成绩，然后一堆顶尖的人过来说不可能，绝对不可能，她一中专生不可能掌握这么高端的东西，也不可能凭自己努力取得这么好成绩，至少媒体让大众看到的是这样的，所以觉得他们才会傲慢无礼。为什么中专生就不能取得这么好的成绩了？直接证据拿出来啊，她自己当时也没承认作弊，也没啥物证说明他作弊。而且就她的专业整个这种考试作弊有啥好处啊，也没有立得住脚的动机，这事儿本身里很诡异啊,草野信子,二级评论,6,1,2024-12-09 18:47:44
实在不知道叫啥合适,男,这是数学，自然科学的自证就这么残酷，历史上多少科学家都是这么过来的，当年他们的反对者提出的质疑比更强硬的多了去了，但正因为如此科学才在进步，比她厉害的欧拉高斯都被质疑过，她凭什么不能被质疑？就因为是个女生就有特权吗？那以后发论文别看内容了 直接让女生发出去吧,草野信子,二级评论,5,5,2024-12-10 20:41:08
情归何处是他乡,保密,回复 @草野信子 :你都说了——一堆顶尖的人过来说不可能，对他们来说，他们是能看懂的，他们不质疑，难道你让草根普通人去质疑？普通人没有能力去质疑，有能力的顶尖的人去质疑了，你又不高兴，真是两头堵啊。而且这件事情已经成共识了，而你这种事后依然老糊涂，却也依然在给姜萍打抱不平，嘿嘿嘿，可想而知，你当时是多么的上蹿下跳。,草野信子,二级评论,4,1,2024-12-11 20:03:00
