用户昵称,性别,评论内容,被回复用户,评论层级,用户当前等级,点赞数量,回复时间
颜值起,保密,这招还是强啊，不是高强度上网的，谁能知道这一切发生过什么呢,一步丶丶一步,二级评论,6,8,2024-11-05 13:00:04
Transylvaniaball,保密,"从采访完回来的姜萍同学，全然不顾身体的疲惫，连夜拉着我们中专的老师学生讨论偏微分方程的事宜。谈得晚了，便送我们回宿舍，让我们回寝室休息。再去教室的路上，我们说：“姜萍同学，您回去休息吧。您刚接受完采访。”
姜萍说：“不碍事。你们知道，现在学界很多人把我当作靠他人指点的作弊者，不断质疑要我自证实力。你们是反应试教育的未来，你们的事就是中专生和大专生的事情，是头等大事。”
我们都激动了，眼里裹着泪花。多有松弛感的同学呀！
姜萍同学看着天空，说：“如果学界能像这片天空一样干净就好了！但是就有一些人，比如北大清华的一些教授，还有许多985的学生，要搞乱这学界。他们是罪人”说着，姜萍同学便拿着粉笔，在黑板上开始板书。不一会儿，就看到黑板上出现了如“Σ=1/2”“pi*z=pi^z”“主=6”的式子。
“这是我提出并证明的恒等式，学界一直没有对此重视，我已经忍学界很久了。”姜萍同学愤愤的说。我们都鼓起掌来，为我国有这样的学生而自豪。
一会儿姜萍同学叫来了王润秋老师，问：“那个宣传视频过审了吗？”“已经公开了。好像引起了网络上的轰动。”老师回答说。姜萍同学一怔，说：“赶紧去看网络，看有没有什么负面评价。”
之后，姜萍同学送我们回到了宿舍，一直挥手直到看不见我们。
过了几天，我们听说姜萍同学的宣传视频出事了，我们很紧张。这时候姜萍同学叫我们过去。她依旧那样和蔼，让我们坐下，说：“我的几个恒等式是精妙无比的，为之付出是伟大的。”她这是低下头说：“但我必须承认，我在宣传视频里的板书太鲁莽了。我在这儿像全校师生道歉，我将向全涟水县说明情况。”
我们顿时热泪盈眶。多好的同学啊！她在和黑子们斗争的过程中犯下的一点小失误，竟然被她记在心里，还道了歉。我们在将来的学习中，一定要向姜萍同学学习，学她那对学问的刻苦追求与不耻下问的精神。",,一级评论,6,2135,2024-11-04 07:29:44
凯尔宝宝,保密,手打的吗 这么🐮,Transylvaniaball,二级评论,6,23,2024-11-04 12:50:16
柴可夫斯盐,男,哈哈哈，🐮,Transylvaniaball,二级评论,5,4,2024-11-04 14:58:08
牢风察委,男,忠！诚！,Transylvaniaball,二级评论,5,34,2024-11-05 03:40:06
82年打印机,保密,想吃广东菜[星星眼],Transylvaniaball,二级评论,6,53,2024-11-05 07:44:24
布尔什维克的AK47,保密,出个视频吧兄弟[doge],Transylvaniaball,二级评论,5,5,2024-11-05 11:04:16
-海鸥之声-,保密,这是什么梗？,Transylvaniaball,二级评论,6,1,2024-11-05 11:25:35
爱新觉罗二狗蛋,保密,回复 @純白の大盗 :[哦呼]原来是谣传么？我看他们说的有理有据的不是真实课文么？[来古-疑问],Transylvaniaball,二级评论,6,3,2024-11-05 11:38:27
记得开弹幕哦,男,回复 @爱新觉罗二狗蛋 :都是清朝老文又被翻出来了,Transylvaniaball,二级评论,5,10,2024-11-05 11:43:31
幸运之川,男,笑死了,Transylvaniaball,二级评论,6,0,2024-11-05 11:44:45
大雪将我埋没,保密,回复 @爱新觉罗二狗蛋 :一看就是谣传啊，你看看你自己信不信，手打卫星,Transylvaniaball,二级评论,5,7,2024-11-05 11:46:35
Ein_tier,男,想你了，姜君！[大哭],Transylvaniaball,二级评论,3,22,2024-11-05 11:47:03
pp爱的我,保密,忠诚！,Transylvaniaball,二级评论,5,0,2024-11-05 11:59:36
emojify,男,回复 @大雪将我埋没 :是真的，那人发了实体书扫描本的。最多是现在不用了改教材了而已，但是当年该多逆天还是一样逆天,Transylvaniaball,二级评论,6,10,2024-11-05 12:00:26
booyahgura,保密,回复 @爱新觉罗二狗蛋 :卫星这篇是编的，缩地法还有改变气象那几篇是真的,Transylvaniaball,二级评论,6,16,2024-11-05 12:02:35
金碧辉黄Huang555,男,回复 @凯尔宝宝 :这是金爷爷石头打卫星的模板,Transylvaniaball,二级评论,6,29,2024-11-05 12:03:03
依旧依旧把伊聆,男,回复 @-海鸥之声- :恩情课文，原文是朝鲜的小学文章,Transylvaniaball,二级评论,5,14,2024-11-05 12:04:41
姐姐的小憨批,保密,恩！情！,Transylvaniaball,二级评论,5,1,2024-11-05 12:06:44
卅木苏,女,@阿卡姆巫师 有种将军的美,Transylvaniaball,二级评论,6,3,2024-11-05 12:09:13
纯黑色的样子,男,主体文章,Transylvaniaball,二级评论,6,0,2024-11-05 12:12:44
夢璃_X,保密,民国时期的报纸？？！,Transylvaniaball,二级评论,3,1,2024-11-05 12:25:39
Areaxc,男,你若三冬来，换我一身雪白，想吃广东菜～,Transylvaniaball,二级评论,6,1,2024-11-05 12:26:22
_南鸟不语冰,男,回复 @爱新觉罗二狗蛋 :有的真有的假，源头最初确实是朝鲜那边的文章,Transylvaniaball,二级评论,6,4,2024-11-05 12:30:04
144737,保密,姜！军！,Transylvaniaball,二级评论,6,0,2024-11-05 12:35:41
300年の静寂,保密,@ZhangIaAo,Transylvaniaball,二级评论,6,0,2024-11-05 12:36:32
说话不客气离我远点,保密,还挺合理的，写的不错,Transylvaniaball,二级评论,5,0,2024-11-05 12:38:57
大眼熊呢,保密,回复 @-海鸥之声- :b站搜朝鲜课文，打卫星那篇，真假存疑,Transylvaniaball,二级评论,5,4,2024-11-05 12:41:37
冰块精icepirit,男,虽然不太懂原文来源，但看了几行就感受到了太阳的温暖,Transylvaniaball,二级评论,6,2,2024-11-05 12:44:09
事实上多瓦,保密,请下命令吧！,Transylvaniaball,二级评论,5,3,2024-11-05 12:45:09
飞行三万里,保密,回复 @Ein_tier :天才,Transylvaniaball,二级评论,6,0,2024-11-05 12:47:38
木心的光,保密,姜奶奶真伟大[大哭],Transylvaniaball,二级评论,5,2,2024-11-05 12:49:53
風の游子,保密,回复 @凯尔宝宝 :现在都有模板，只是换几个关键词,Transylvaniaball,二级评论,5,0,2024-11-05 12:50:57
kimimaine,保密,回复 @金碧辉黄Huang555 :哪泥？我上次看到的时候还是步枪打战斗机啊[惊讶],Transylvaniaball,二级评论,5,0,2024-11-05 12:51:48
bili-345678,男,回复 @凯尔宝宝 :公式文章,Transylvaniaball,二级评论,5,0,2024-11-05 12:56:18
和爱丽丝结婚,男,逆天,Transylvaniaball,二级评论,5,0,2024-11-05 13:00:32
悦悦只会演,保密,姜君✋[大哭]✋,Transylvaniaball,二级评论,4,2,2024-11-05 13:11:01
拥抱虚空的小骑士,保密,6体思想！,Transylvaniaball,二级评论,5,3,2024-11-05 13:16:13
下一個天亮_,男,姜！军！,Transylvaniaball,二级评论,6,1,2024-11-05 14:42:33
拖延的汤圆,女,@你妈已经三天没打你了,Transylvaniaball,二级评论,6,0,2024-11-05 21:03:23
账号已注销,保密,多好的将军啊,Transylvaniaball,二级评论,0,2,2024-11-06 03:55:48
遗忘之风re,女,你若三冬来，还我一身雪白，想吃广东菜[滑稽],Transylvaniaball,二级评论,6,1,2024-11-07 19:22:36
永劫回帰_,保密,捡石头砸🛰️那段谁给我补？,Transylvaniaball,二级评论,3,0,2024-11-08 12:39:58
黎明comrade,男,忠诚,Transylvaniaball,二级评论,5,0,2024-11-10 10:42:34
Sagukh4,保密,"《不畏浮云遮望眼》

她从采访的阵线上归来，未曾有过片刻的休整，甚至连一杯水也顾不上喝，便急急地召集我们这些中专的师生，深夜里讨论起了那偏微分方程的课题。待到月色渐隐，星辰黯淡，她方才催促我们归宿舍休息，而自己却重返那冷清的教室，独自对着漆黑的黑板沉思。

在返回寝室的路上，我们忍不住劝说：“姜萍同学，您已经筋疲力尽，应该好好休息。”她却轻轻摇头，目光坚定地说：“你们哪里知道，现今这学界里，不乏将我视为侥幸得志的小丑，他们对我的成就是满腹狐疑。可你们，是这反应试教育的曙光，你们的前途与命运，便是国家的前途与命运啊！”

我们被她的话语所打动，心中涌起一股暖流。多么坚韧不拔的同学啊！

姜萍定定地望着夜空，似乎在对那片无垠的寂静倾诉：“若学界能如这苍穹一般澄净，那该是多么美好的事情。偏偏有些自诩为精英的人，像是北清华园的学者和那些985高校的学子，总想要扰乱这片宁静。他们实在是学术界的罪人。”说罢，她拿起粉笔，在黑板上挥毫泼墨，顷刻间，∑=1/2、π*z=π^z、e=6等公式跃然板上。

“这些都是我苦心孤诣提出的恒等式，可惜学界对此视而不见，我的耐心已然耗尽。”姜萍的声音中带着几分愤怒和失落。我们却为之动容，报以热烈的掌声，为有这样坚毅不拔的同学而感到自豪。

不久，姜萍唤来王润秋老师询道：“那个宣传视频发出去了吗？”得知视频已经公之于众并引起轩然大波后，她紧张地叮嘱：“快去看看网上的风向，有没有甚么不利的议论。”

随后的日子里，姜萍的身影时常出现在宿舍楼前，目送我们一个个安然入梦。然而，宣传视频的事态发展颇为不顺，校园内外一片哗然。在这紧急关头，姜萍再次召集我们齐聚一堂。她依旧那么平和，让我们坐下，缓缓开口：“我所提出的几个恒等式，固然精妙绝伦，为此倾注的心血更是无悔。”然后她低下头，沉声说：“但我必须承认，在宣传视频中的即兴板书过于草率。在此，我要向全校师生致以深深的歉意，并向全涟水县的人民说明真相。”

我们听着她的话，内心涌动着难以言喻的情感。面对如此真诚而勇敢的同学，我们无言以对。",Transylvaniaball,二级评论,4,0,2024-11-14 18:03:15
隐藏生活里的遗憾,男,接下来的几周，姜萍同学没有再主动提及她的论文和研究，但我们知道，她仍然在默默地钻研新的理论和公式。尽管学术界的人士对她提出的猜测想保留意见，甚至有些人对她公开道歉的行为表示轻蔑，姜萍同学却从未放弃过自己的研究。有一次，在学校的学术沙龙上，我们又遇到了姜萍同学。这次的沙龙主题是“现代数学的跨学科应用”，姜萍同学带来了一个全新的课题，讲述了她在和数学之间架起的桥梁——通过拓扑学原理来解释量子力学中的一些悖论。虽然这个课题看起来非常抽象且深奥，但她将复杂的概念用兽医的语言讲解得清晰了，每个人听众都被深深吸引。讲座结束后，姜萍同学走到我们面前，感到带着切实的：“听了你们的反馈，我自己还可以再完善一下模型的假设。微笑是我目前的研究方向，我相信一旦能找到正确的论证方法，将对物理学界产生重大影响。”她的文章里，充满了对未知世界的探索热情和对未来可能性的坚定。我们对她的敬仰再次升腾。姜萍同学的执着与深刻远超我们所能理解的巅峰，她不仅仅是学术上的开创者，更是学问之路上的坚守者。误解而放弃，反而以更大的勇气继续走在自己选定的道路上。那些骂的批评和质疑，在她眼中却是前行路上的风吹。有一次，她对我们真心实意地说：“你们知道吗，学者们，不是那些轻松走在正道上的人，而是那些能够在无数挑战中仍能保持理想与执着的人。”我们听后深深的力量，姜萍同学的这句话，不仅仅是她个人的心路。然而，尽管学术道路如此曲折，姜萍同学依然保持着对生活的豁达和幽默。在一次学术讨论结束后，她突然对我们笑道：“你们吗，学术界就像知道一个巨大的迷宫，里面有时会有巨大的阻碍，但有时也会有意想不到的美丽风景。我们所做的，就是不畏挑战。这时，我们才意识到，姜萍同学不仅仅是在与数学和科学进行对话，她在与世界、与自己进行深刻的对话。她深知学术的艰辛，也了解学问的乐趣，这就是种对真理的追求，让她在这个非法的学术海洋中，始终保持着前进的动力和热情。不久之后，姜萍同学的研究成果终于得到了认可，众多数学家和物理学家的观点逐渐趋于一致，她的猜想被验证为正确，成为跨学科领域中的重要突破。,Transylvaniaball,二级评论,5,1,2024-11-16 02:40:16
万能泰哥,男,写的比意林那gb好多了,Transylvaniaball,二级评论,6,0,2024-11-17 20:19:20
迪纳摩海盗,男,강평（确信,Transylvaniaball,二级评论,5,0,2024-11-25 23:56:12
龍门陣,女,回复 @-海鸥之声- :朝鲜的课文[笑哭],Transylvaniaball,二级评论,5,0,2024-12-09 14:29:29
转山的Nick,男,回复 @82年打印机 :想吃紫菜蛋花汤[doge],Transylvaniaball,二级评论,5,0,2024-12-16 11:01:19
-mutex,男,"笑点解析:
2:43 谢惠民数学方便面(视频和字幕都是后来改过的)
2:39 主＝6
3:36 感觉数学和服装设计是相辅相成的
另有意林刊登夸赞姜萍文章
央视网:别人刚写好解字，姜萍都快答完了🤣👉🏻🤡
@牛津kate朱朱 :我为姜萍发声！[doge]",,一级评论,5,1761,2024-11-04 04:34:06
白井の电脑配件,保密,赵斌： 说话🗣️,-mutex,二级评论,5,34,2024-11-04 10:07:19
碎梦c2016,保密,数学分心,-mutex,二级评论,6,2,2024-11-04 10:41:34
材料物理学渣牢徐,保密,意林的含石量[星星眼],-mutex,二级评论,3,12,2024-11-04 14:58:10
是真爱坤呀,男,为啥我这个视频发不出来啊[笑哭] 老是说我版权原因 我也想发一个,-mutex,二级评论,6,8,2024-11-04 18:47:17
学会容忍方得自由,男,补档的必须投币，耶稣都拦不住，我说的[doge],-mutex,二级评论,6,3,2024-11-05 10:47:45
别放辣谢谢,保密,没有数学是我的planB我不是很满意[吃瓜],-mutex,二级评论,6,2,2024-11-05 10:52:43
霏霏单推人,男,"让我们恭喜天才少女姜萍啊啊啊
让我们恭喜又有一位优秀的女性在自己热爱的领域闪闪发光！我真的太激动了！原来真的有高人隐于市！谁能想到数学竞赛全球12名得主是一位中专女生！她简直是天才少女啊啊啊",-mutex,二级评论,6,42,2024-11-05 11:10:43
花生芝麻小汤圆的汤圆,保密,还有，没有做的代价[doge_金箍],-mutex,二级评论,2,7,2024-11-05 11:16:09
Riddler6,男,多发点[星星眼]，就喜欢看ys造神然后被打脸的经典剧情[星星眼],-mutex,二级评论,5,9,2024-11-05 11:22:36
凯尔宝宝,保密,回复 @是真爱坤呀 :你试试投转载呢,-mutex,二级评论,6,0,2024-11-05 11:36:24
施如意,保密,主=6是啥呀[笑哭],-mutex,二级评论,5,1,2024-11-05 11:40:43
离人有愁-,男,回复 @霏霏单推人 :开头战吼的位置是不是换一下，把啊啊啊放前面[doge],-mutex,二级评论,6,0,2024-11-05 11:44:47
一方撅行,保密,央视网确实没说慌[笑哭],-mutex,二级评论,5,0,2024-11-05 11:48:19
我是你鹅叠,保密,@二次元小熊- @火车叨啦去,-mutex,二级评论,5,1,2024-11-05 12:04:10
致现在的你,保密,这么看来，部分高学历的人和阅历并不挂钩[跪了],-mutex,二级评论,5,0,2024-11-05 12:23:49
大佬咋回事啊,男,那个mg关评论区了，没劲,-mutex,二级评论,6,3,2024-11-05 12:24:32
马孔多还在下,保密,"回复 @霏霏单推人 :今天我们相聚在这里，是为了庆祝一位杰出的女性在自己的领域做出了取得了优秀的成果，让我们举杯共祝她在自己的领域越走越好！
总之前面忘了，中间忘了，后面忘了。",-mutex,二级评论,5,4,2024-11-05 12:44:32
卫宫真嗣,男,回复 @马孔多还在下 :什么小时代,-mutex,二级评论,5,0,2024-11-07 22:34:25
是真爱坤呀,男,回复 @凯尔宝宝 :我改了好几次了[笑哭],-mutex,二级评论,6,0,2024-11-07 22:40:34
洗头不吹风,保密,6月底时候觉得恶心，看到数学方面就没看了。现在可以看看真好笑,-mutex,二级评论,5,0,2024-11-08 01:39:04
观海听风声,保密,回复 @大佬咋回事啊 :精选评论的mg,-mutex,二级评论,5,1,2024-11-08 17:40:35
MKBK2888,男,这个啥比牛津朱朱真的啥比，玛德去它主页一看这啥比标题啥比封面啥比文案啥比拍摄啥比演技尬死我了，味太冲了太大了，一坨💩,-mutex,二级评论,5,2,2024-11-09 12:48:46
-Conk-,保密,01:39 +∞/2,-mutex,二级评论,6,0,2024-11-14 12:45:47
白山飞举,保密,谢谢你定位侠,-mutex,二级评论,5,0,2024-11-14 23:43:03
假勉慎势-劣馬恿龍,保密,回复 @一方撅行 :为啥没说谎🤥？,-mutex,二级评论,5,0,2024-11-19 23:41:05
好的切二三斤来吃酒,保密,我也来贡献个笑点[doge]【“杭电毕业生”、姜萍信徒的数学水平-哔哩哔哩】 https://b23.tv/BS3KSxY,-mutex,二级评论,5,1,2024-11-21 02:42:57
ljh_惜风,男,回复 @霏霏单推人 :经典猪叫起手,-mutex,二级评论,4,0,2024-12-10 06:44:38
劳动_人民_万岁_,女,数学方便面是为什么？,-mutex,二级评论,4,0,2024-12-10 22:52:22
黑暗的犹格斯,保密,没有小字典是很不认同的,-mutex,二级评论,4,0,2024-12-16 12:53:46
米西的飞鼠,保密,"话说最强的数学天才是谁
韦东奕：姜萍吧
丘成桐：要分情况来看，不过……应该是姜萍吧
牛顿：姜萍吧，如果把高斯算进来的话，情况或许会有些变化
姜萍：除了我和王闰秋以外的人吧",,一级评论,5,1153,2024-11-04 06:18:15
白雨-银竹,男,姜条悟[doge],米西的飞鼠,二级评论,6,48,2024-11-04 15:57:38
两点半练习肾,女,tmd沟槽的公式还在追我[笑哭],米西的飞鼠,二级评论,5,15,2024-11-04 17:28:43
绫鍍,保密,回复 @两点半练习肾 :这个又是哪个漫画的公式啊,米西的飞鼠,二级评论,6,0,2024-11-05 12:51:04
愿弹雨熄灭你的苦痛,保密,這種成績，令人汗顏！,米西的飞鼠,二级评论,5,1,2024-11-05 13:00:15
夜芊Qian,男,回复 @绫鍍 :咒术回战的最强一级术士的梗,米西的飞鼠,二级评论,6,1,2024-11-05 13:02:09
两点半练习肾,女,"回复 @绫鍍 :咒术回战的梗，很有意思[笑哭][笑哭]
我当初为了了解五条悟被腰斩的始末，直接把五个光（一个up）解说的260多话全部看完了，后面越来越搞笑[笑哭][笑哭]可以看下，包有意思的",米西的飞鼠,二级评论,5,3,2024-11-05 13:05:36
绫鍍,保密,回复 @两点半练习肾 :好的谢谢推荐看着你的描述都觉得好笑哈哈哈哈哈哈，我最近只了解过会赢的那个梗,米西的飞鼠,二级评论,6,0,2024-11-05 13:07:20
绫鍍,保密,回复 @夜芊Qian :OK多谢，现在的梗越来越多了,米西的飞鼠,二级评论,6,0,2024-11-05 13:07:48
一叶草123,保密,公式秒了,米西的飞鼠,二级评论,5,0,2024-11-05 13:25:40
纳撒尼尔-旭,保密,上一次这公式见还是污渍,米西的飞鼠,二级评论,6,0,2024-11-05 13:33:07
reaIPeterGriffin,男,可以选冰红茶颜色了,,一级评论,6,1332,2024-11-04 09:37:38
冰箱-fps,保密,热带风味的[doge],reaIPeterGriffin,二级评论,4,50,2024-11-04 10:45:12
谔谔啊啊哦哦,保密,有人做了，是奶茶[doge],reaIPeterGriffin,二级评论,6,17,2024-11-04 12:36:33
早该run了,保密,早就选好了，是乌龙茶,reaIPeterGriffin,二级评论,5,158,2024-11-04 13:23:33
要问原,保密,早有了,reaIPeterGriffin,二级评论,5,1,2024-11-05 02:29:36
一尘不染的旅人,男,两个月前都有了,reaIPeterGriffin,二级评论,5,7,2024-11-05 11:08:10
六个小时不够睡,男,什么意思啊？[吃瓜],reaIPeterGriffin,二级评论,4,2,2024-11-05 11:11:37
Trt刘华強,男,是芒果小酪,reaIPeterGriffin,二级评论,5,0,2024-11-05 11:23:36
刘轩辰实名上网,女,啥意思,reaIPeterGriffin,二级评论,5,1,2024-11-05 11:51:38
Origin_Hu,保密,什么意思,reaIPeterGriffin,二级评论,5,2,2024-11-05 11:58:40
I0v3,保密,回复 @六个小时不够睡 :参考科比，梅西,reaIPeterGriffin,二级评论,6,6,2024-11-05 12:12:28
I0v3,保密,回复 @刘轩辰实名上网 :参考科比，梅西,reaIPeterGriffin,二级评论,6,1,2024-11-05 12:12:32
I0v3,保密,回复 @Origin_Hu :参考科比，梅西,reaIPeterGriffin,二级评论,6,1,2024-11-05 12:12:36
娥皇羲和,女,我记得六月份，新闻报道刚出来的时候贴吧就有了，是乌龙茶,reaIPeterGriffin,二级评论,5,3,2024-11-05 12:21:37
大佬咋回事啊,男,回复 @Trt刘华強 :黄的吗？不如乌龙茶那个白色的全糖,reaIPeterGriffin,二级评论,6,0,2024-11-05 12:26:13
Beacho_币鈔,男,回复 @大佬咋回事啊 :就是白色的,reaIPeterGriffin,二级评论,5,0,2024-11-05 12:35:36
肉浮屠,保密,孩子这并不好笑[doge],reaIPeterGriffin,二级评论,5,4,2024-11-05 12:49:08
小范范也很可爱呢,男,封神榜[大笑],reaIPeterGriffin,二级评论,5,2,2024-11-05 13:23:06
George_McCartney,保密,没看懂,reaIPeterGriffin,二级评论,6,1,2024-11-05 13:29:34
上个号被永封了,保密,凉白开,reaIPeterGriffin,二级评论,5,1,2024-11-05 13:31:54
签收黄昏日落,保密,没绷住,reaIPeterGriffin,二级评论,5,0,2024-11-05 13:51:21
让你飞飞飞起来,保密,就你这个评论最难蹦[笑哭],reaIPeterGriffin,二级评论,3,0,2024-11-05 16:15:55
惊叹号还是感叹号,保密,回复 @刘轩辰实名上网 :参考阿伟罗，C罗，酸梅汤,reaIPeterGriffin,二级评论,5,1,2024-11-05 17:57:22
李田所王道往,男,回复 @早该run了 :那不是牢谷的吗,reaIPeterGriffin,二级评论,6,1,2024-11-05 21:17:34
宁大侠-,保密,回复 @惊叹号还是感叹号 :绷，这里还有儒➗啊[吃瓜],reaIPeterGriffin,二级评论,4,4,2024-11-07 00:17:58
啊我死了QAQ-,女,回复 @I0v3 :科比冰红茶，梅西劲凉，C罗酸梅汤，还有谁,reaIPeterGriffin,二级评论,4,0,2024-11-07 22:52:33
jeuxjskla,保密,茉莉花茶,reaIPeterGriffin,二级评论,5,0,2024-11-09 20:32:22
LiZY123,男,回复 @宁大侠- :这里还有qj饭啊,reaIPeterGriffin,二级评论,6,0,2024-11-25 11:23:01
雅素在,保密,&#34;我除了吃饭睡觉都在做题👍，平时做的那些作业，我扫一眼👀，我觉得没有什么做的价值🤓👆，我更偏向于做  高  等  数  学  之类的，它会给我带来  探  索  的欲望，我喜欢一步一步证明，得到我想证明的东西👉，无论未来会怎么样，数学这个兴趣爱好一直会持续下去🤓☝️&#34;,,一级评论,3,801,2024-11-04 10:24:16
小红数学不好,保密,是没有做的代价[doge],雅素在,二级评论,6,15,2024-11-05 10:47:04
跪倒一群人,男,"考数学别人写解字 姜萍都快答完了
                                                      ——央视网
平时的作业，我扫了一眼，觉得没有做的价值，我更喜欢在高等数学里探索。                    ——姜萍",雅素在,二级评论,6,139,2024-11-05 11:30:12
bili_22398576627,保密,回复 @跪倒一群人 :因为她写完解就都不会了,雅素在,二级评论,3,15,2024-11-05 13:37:19
星空下的海棠叶,保密,中专高一考的数学好像是初中的吧，你这考得好有个蛋的用啊,雅素在,二级评论,5,0,2024-11-09 00:03:26
雅素在,保密,回复 @星空下的海棠叶 :不是初中题，考的也是高中的但是都是最基础的,雅素在,二级评论,3,2,2024-11-09 09:41:20
星空下的海棠叶,保密,回复 @雅素在 :然后好像才考83[笑哭],雅素在,二级评论,5,0,2024-11-09 23:45:42
星空下的海棠叶,保密,回复 @雅素在 :虽然比大部分人要好吧，在阿里巴巴真的上不了台面,雅素在,二级评论,5,0,2024-11-09 23:46:02
_早睡_早起,保密,回复 @跪倒一群人 :[doge]如果我高中，这高低得进我作文素材。,雅素在,二级评论,4,0,2024-11-18 08:51:13
mc玩家455,男,回复 @星空下的海棠叶 :是高中的百分之四十的内容,雅素在,二级评论,5,0,2024-12-08 10:33:00
阿米亚与凯尔希,女,"之前看过姜萍的一个采访，她、她的老师、校长都出镜了，老师和校长脸都吓白了，但姜萍还在那侃侃而谈。

我当时就在琢磨，这小姑娘居然胆子这么大，出了这事都还不知道低调一点？

我认真听了她的发言后，才发现她根本不是“无畏”，而是“无知”，她的知识过于匮乏，以至于她都无法理解自己闹了多大的笑话。举个例子，假如有人同时问我们和姜萍一个问题：

“你能把东西扔出地球，飞向宇宙吗？”

我们会回答“不能”，因为我们知道人类的生理极限，我们知道光靠目前的人体强度，是绝对不可能把物体加速到逃逸速度的；

姜萍也觉得自己不能，但她觉得她不能是因为自己力气小，世界上总有力气大的人可以把物体扔出地球；她甚至觉得只要她自己多锻炼，她也能把物体加速到逃逸速度。
[笑哭]",,一级评论,6,1114,2024-11-05 13:32:49
铃子说一说,女,最后一句说错了。它不知道逃逸速度的概念,阿米亚与凯尔希,二级评论,4,25,2024-11-05 14:23:39
竜魂ちゃんです,保密,原视频还有吗[思考],阿米亚与凯尔希,二级评论,6,7,2024-11-05 20:44:43
多啦a萌吗,保密,确实，看她听到普林斯顿 霍普金斯大学等等的反应，可能心里觉得和好点的中专也差不多。就像小学生听老师讲场论，回家给妈妈学舌炫耀一样，就记住了几个名词,阿米亚与凯尔希,二级评论,4,241,2024-11-06 05:11:15
