用户昵称,性别,评论内容,被回复用户,评论层级,用户当前等级,点赞数量,回复时间
1Excelsior,保密,作为一个官方媒体希望你们能端正自己的态度，做到最基本的新闻可信性，我已经不知道多少次看到这种回旋镖了，身为国内最大的新闻媒体我希望你们能要点脸，更希望祖国能越来越好,,一级评论,5,10,2024-11-03 13:09:08
潮汐海胆立大功,男,符合我对新闻学的一切刻板印象,,一级评论,6,10,2024-11-03 14:17:09
深水菠萝,保密,你反正，就是不对之前的发言道歉呗,,一级评论,6,10,2024-11-03 14:21:18
你只属于阳光,保密,有些媒体带头造谣造假，不说是谁,,一级评论,6,12,2024-11-03 12:22:02
食花的怪客2357,保密,你是不是该道歉？,,一级评论,5,10,2024-11-03 14:20:20
追风科男,男,这个当时还那么多人相信，果然互联网上没受过教育的太多了,,一级评论,5,10,2024-11-03 12:21:05
诚如是而言,男,没关系，也不是第一次了，习惯就好[大笑][大笑][大笑][大笑],,一级评论,6,10,2024-11-03 13:56:04
图苏awa,保密,经典后面反转再赚一笔流量awa,,一级评论,5,10,2024-11-03 13:33:34
我鲁迅怎么会是周树人,保密,这脸怎么这么肿[妙啊],,一级评论,6,12,2024-11-03 12:27:51
我鲁迅怎么会是周树人,保密,[妙啊],我鲁迅怎么会是周树人,二级评论,6,0,2024-11-03 12:27:57
正如我悄悄地离去,保密,造谣辟谣两手抓，流量吃到饱[打call],,一级评论,6,194,2024-11-03 14:29:27
苟日D,男,黑红也是红,正如我悄悄地离去,二级评论,5,0,2024-11-03 14:30:23
外向の孤独君,男,建议端正态度向大众道个歉吧，挨打要立正。要知道这次事件的受害者应当包括那些敢于提出质疑却受到相信fake news的网民网暴的人们。,,一级评论,5,9,2024-11-03 14:03:12
不不不不歪,男,"永无止尽的八月在95日迎来结局
事实证明，主流媒体确实是六流媒体，阿里的公关倒是优秀公关",,一级评论,5,9,2024-11-03 13:33:37
不不不不歪,男,aaa,不不不不歪,二级评论,5,0,2024-11-03 14:01:47
femcel-is-coming,保密,"脸被打肿了怎么办
1、冷敷：脸被打肿了可以在24小时内，可通过局部冷敷改善，能够起到收缩血管的作用，有利于减少血液渗出，并且还可以起到止痛的效果，从而缓解不适症状。
2、热敷：脸被打肿了受伤比较轻微，导致局部软组织损伤，可以在24小时后采取局部热敷缓解，能够促进血液循环，有利于肿胀消退。
3、饮食清淡：脸被打肿了一定要保持饮食清淡，可以吃新鲜的瓜果蔬菜，比如香蕉、橘子、白菜、胡萝卜等，有利于皮肤软组织恢复。
如果脸被打肿了出现了外伤，可以外用碘伏消毒，有利于预防炎症感染。",,一级评论,4,9,2024-11-03 12:52:18
YouTube_Official,男,当事人，老师，学校，主流媒体全在追热点，到头来没一个有真话，媒体隔三差五谈教育上的问题，一边又在造神，在教育上急功近利，到头来，连最基本的，教育人诚实都做不到,,一级评论,6,11,2024-11-03 12:30:00
该叫个什么才好呢,保密,还得是你们学新闻的啊！作弊两个字多难听啊，得到了别人的帮助[doge]显得自己人缘还怪好的[笑哭],,一级评论,6,9,2024-11-03 13:58:19
该用户不存在233h,保密,正反流量都让你吃了,,一级评论,4,9,2024-11-03 13:30:50
Bela-Lugosi,保密,"“我除了吃饭睡觉都在推gal👍，别人推的那些废萌，我扫一眼👀，我觉得没有什么推的价值🤓👆，我更偏向于推剧情作之类的，它会给我带来思考的欲望，我喜欢一步一步刷好感度，看到我想看的CG👉，无论未来会怎么样，galgame这个兴趣爱好一直会持续下去🤓☝️&#34;
央视网锐评:加油少年，未来可期！",,一级评论,6,9,2024-11-03 14:22:44
随便起个名字就好2333,男,我们有自己的bbc,,一级评论,5,9,2024-11-03 14:20:15
BIBIDIDISDD,保密,你玩原神吗,,一级评论,6,9,2024-11-03 14:00:24
锦依卫----殇之痕,保密,怎么你了,BIBIDIDISDD,二级评论,5,0,2024-11-03 14:38:17
沃可奥,保密,主6媒体,,一级评论,5,9,2024-11-03 13:54:46
我的数学1204,保密,所以为什么没用道歉视频，别的博主造假了至少有道歉视频，你为什么没有[doge],,一级评论,3,9,2024-11-03 12:39:27
C0C0沪上阿姨的蜜雪,男,流量两头吃，你是最幽默的,,一级评论,6,9,2024-11-03 13:24:38
Transylvaniaball,保密,姜萍事件的本质：新闻学大战数理化。[doge],,一级评论,6,9,2024-11-03 12:58:01
放心把祖国交给我,男,流量已经到手[吃瓜][吃瓜][吃瓜]，只有观众被骗了。[辣眼睛][辣眼睛][辣眼睛],,一级评论,5,10,2024-11-03 12:34:11
爱吃三文鱼的cat,保密,幽默大裤衩,,一级评论,6,9,2024-11-03 13:47:23
取名界第一人,保密,来辟自己造的谣是吧？[阴险],,一级评论,6,143,2024-11-03 12:34:14
硬币暴发户,男,谣言媒体,,一级评论,6,8,2024-11-03 14:09:51
豪斯喵-,保密,公开造谣还不如自首？,,一级评论,6,8,2024-11-03 14:01:00
净火天,保密,这件事要是自媒体主播炒作起来的又会如何?轮到你自己就准备无事发生?,,一级评论,6,8,2024-11-03 13:49:02
hzpxx,保密,“作弊”两个字烫嘴吗？,,一级评论,6,8,2024-11-03 13:08:18
香辣蟹酒糟汤圆,保密,"脸被打肿了怎么办
1、冷敷：脸被打肿了可以在24小时内，可通过局部冷敷改善，能够起到收缩血管的作用，有利于减少血液渗出，并且还可以起到止痛的效果，从而缓解不适症状。
2、热敷：脸被打肿了受伤比较轻微，导致局部软组织损伤，可以在24小时后采取局部热敷缓解，能够促进血液循环，有利于肿胀消退。
3、饮食清淡：脸被打肿了一定要保持饮食清淡，可以吃新鲜的瓜果蔬菜，比如香蕉、橘子、白菜、胡萝卜等，有利于皮肤软组织恢复。
如果脸被打肿了出现了外伤，可以外用碘伏消毒，有利于预防炎症感染。",,一级评论,6,8,2024-11-03 12:51:08
ZEROmax234,保密,"“姜萍证明了女性在数理领域的真正潜力”
“酸男是多怕女性成功啊”
“姜萍背后站着所有中国女性”
——梦姜女言论大赏（六月）",,一级评论,6,8,2024-11-03 12:48:06
_侧柏_,保密,https://b23.tv/BV1kjSCYREZ7,,一级评论,6,8,2024-11-03 12:36:04
Vv绫瑠vivi,保密,不管真假煽动舆论的罪魁祸首,,一级评论,6,8,2024-11-03 14:16:24
dominaterx,保密,作弊都不敢承认,,一级评论,5,8,2024-11-03 12:49:50
RK200__Markus,保密,“作弊”两个字烫嘴？,,一级评论,5,8,2024-11-03 12:47:30
甘馏味的稠饼,保密,回旋镖都吃不上热乎的,,一级评论,4,8,2024-11-03 14:12:18
甘馏味的稠饼,保密,1,甘馏味的稠饼,二级评论,4,0,2024-11-03 14:13:51
甘馏味的稠饼,保密,2,甘馏味的稠饼,二级评论,4,0,2024-11-03 14:14:13
班级小管家Offical,男,“作弊”两个字这么难写？,,一级评论,6,8,2024-11-03 13:33:06
西北文景旅行,男,从一开始就掉入了不良自媒体流量团队的陷阱，导致不可控的舆论风向。就是一个老师用了三个账号想借助考试增加自己申博的事，结果敏锐的自媒体就抓住了，直扑学校，学校赶鸭子上架，只能瞎说了，我觉得官方号也有责任，这下再尴尬收尾，自媒体又嗨一波，无语。,,一级评论,4,9,2024-11-03 12:30:18
丨像风一样自由丨,保密,你可是功不可没啊。,,一级评论,6,8,2024-11-03 14:21:11
YWK-Ideal,保密,诶，这上面的logo是你们央视的吧[doge][doge][doge] https://b23.tv/osCxcCt,,一级评论,6,8,2024-11-03 13:02:39
SentinDespaiR,保密,请问，当初我拿着手机放着你央视网的视频跟我老婆和女儿说：“虽然很不可思议，但央视都说了，应该是真的，女儿你要多学习人家，好好努力。”现在你让我怎么办？你现在告诉我你当初的视频是错的？是我传谣了？骗人了？你又干什么了…………别的什么红星什么财经我都不信的，你不清楚你是什么地位的媒体？[辣眼睛][辣眼睛][辣眼睛]这次我真的很气愤。,,一级评论,5,48,2024-11-03 13:01:23
醉枕清风-,男,我们该相信什么？我们该执行什么？我们该关注什么？,SentinDespaiR,二级评论,6,4,2024-11-03 13:02:24
SentinDespaiR,保密,回复 @醉枕清风- :我不知道……上次胖喵的事我就不太理解。但我认为他央视网代表的是政府的门面。我应该信他的，但现在我没想到它自己还整这一出。我现在真的不知道………[辣眼睛]，我在考虑怎么跟我女儿说。,SentinDespaiR,二级评论,5,4,2024-11-03 13:08:10
醉枕清风-,男,回复 @SentinDespaiR :在信息化的今天，我们不能因庞大的数据洪流的冲刷而站不稳自己的阵脚，从而被舆论导向牵着走，这样会变成有心之人控制风评导向的道具[思考]时时刻刻保持个人思考才是面对公众问题乃至所有问题的正解，你可以把自己当负面案例教导她,SentinDespaiR,二级评论,6,2,2024-11-03 13:19:13
SentinDespaiR,保密,回复 @醉枕清风- :大大小小的网站个人都对这个事情有太多的评论。我还算保持理性，虽然各方观点不同，但谁的理论都不真实。可它不一样啊，它带着天然的光环还去实地采访，视频的小女孩也一脸自得说自己厉害。独立思考是可以，但现在这个社会情况我肯定要立场坚定的站在它这边啊。它代表的谁它不清楚么………[辣眼睛]唉它要是顶一个南方系某些报纸的名字我就当它是个乐子。小丑。可它不是啊………唉,SentinDespaiR,二级评论,5,0,2024-11-03 13:34:44
大大大大_大笨蛋,女,作弊该叫互相讨论，真有你的,,一级评论,5,7,2024-11-03 13:26:41
IIIIIII01,男,难怪那些媒体一个个牛鬼蛇神的，原来你也是这样的啊,,一级评论,5,7,2024-11-03 13:21:05
宇依桑,男,还是新闻专业好，造谣还能拿钱[吃瓜][吃瓜],,一级评论,5,7,2024-11-03 13:07:20
有猫还要啥女朋友,男,BV1ViS1YSEak,,一级评论,6,7,2024-11-03 12:51:41
3DMAX-BTOP,保密,被通报的不应该只是王某某一个人，还有那些不经过调查就随意为了流量而将虚假新闻带到公众面前的媒体！,,一级评论,5,7,2024-11-03 12:49:18
Vertrag珈蓝,男,不是，你之前的视频呢,,一级评论,6,7,2024-11-03 12:49:47
RーF,男,"“我永远忘不了2024.11.3号，这个属于Faker的日子。”
“你也看英雄联盟吗？”
“我是说数学竞赛造假的事情。”",,一级评论,6,7,2024-11-03 12:46:33
夏虫不知冰-,保密,弄错了还不向网民道歉？你好大的威风啊,,一级评论,5,7,2024-11-03 12:38:35
人之将满,保密,最搞笑的是给他们家捐钱的企业吧！就问问这钱还能讨要回来吗？,,一级评论,5,7,2024-11-03 14:17:10
辣椒肉沫,男,作弊就是作弊，能把这俩字写上吗？,,一级评论,6,7,2024-11-03 14:16:20
列夫托尔斯泰太乐鸡精,女,就这？给人民一个道歉！,,一级评论,6,7,2024-11-03 14:15:17
zsfjh,保密,领了16e了是吗，明明知道我国现在重视中专教育，并且人家该处理也处理了，有必要抓着不放吗？这么敌视我国的中专教育，你怎么不滚去美国，难道是你美叠不要你吗，1450搁这搅乱我国的教育环境真的是其心可诛😅😅😅,列夫托尔斯泰太乐鸡精,二级评论,3,0,2024-11-03 14:25:57
苟日D,男,你的评论触发关键词了[滑稽],列夫托尔斯泰太乐鸡精,二级评论,5,0,2024-11-03 14:36:30
菜菜想皮一下,女,现在新闻还有权威性吗,,一级评论,6,7,2024-11-03 14:11:35
爱做梦的Doraemon,保密,不让发图片是吧😁,,一级评论,6,7,2024-11-03 14:12:46
天空之城ova,保密,作弊这俩个字就那么难说出口？,,一级评论,6,7,2024-11-03 14:00:39
IEEE7541,男,姜萍是个笑话，你也是,,一级评论,6,7,2024-11-03 13:49:50
嘶嘶梨,男,“作弊”这两个字是不是说不出口？,,一级评论,5,7,2024-11-03 13:39:38
浮生梦断,男,美如杨笠，善如谭竹，智如姜萍,,一级评论,5,7,2024-11-03 13:17:50
