用户昵称,性别,评论内容,被回复用户,评论层级,用户当前等级,点赞数量,回复时间
12345dsad,保密,回复 @想出来改这个名了 :前面两个账号，16个小时用来看题，后面一个账号用来冲分,阙邱增七,二级评论,6,24,2024-11-03 17:46:54
12345dsad,保密,回复 @合联社涡轮哥 :我说的是决赛的规则。。预赛只要成绩差不多就行，他预赛也入围了啊。。,阙邱增七,二级评论,6,19,2024-11-03 17:47:49
丶隔壁老田丶,保密,回复 @合联社涡轮哥 :变相延长答题时间,阙邱增七,二级评论,5,17,2024-11-03 17:48:14
企鹅爱吃苹果,保密,回复 @丶隔壁老田丶 :梅延长吧，有错的其实是指导这个事，我听朋友说，预赛的时候，你只要自己做开三个号24小时其实是没问题的,阙邱增七,二级评论,5,6,2024-11-03 17:53:03
PillarsCreation,保密,"1.这根本就不是什么官方/正式的竞赛，官网里的名人站台，只能说明它有钱。名校生来考，只能说明他们也有类似刷简历刷阅历的某种需要，当然也可能是爱好。jp老师以硕士身份来考，也是出于申博的某种需要。退一步讲，多个数学爱好者，用一个号一起参加这种不严格含金量低的比赛，实力不自信互相讨论学习，也不是什么负能量的事。
      2.常见的借题发挥的手法，就是“先抬后打”。哪有什么阴谋论，“官抬职高”，造神？都是借题发挥。当时情况就是互联网各流群体的狂欢吧。
      3.背后的民间组织和王润秋的野心一拍即合，舆论控制不住了再被“反噬”。只能说求仁得仁吧。",阙邱增七,二级评论,5,86,2024-11-03 17:55:38
木乃伊精魂_,女,男老师造假，毁了女学生，姜萍也是受害者😠😠😠,阙邱增七,二级评论,5,24,2024-11-03 17:57:21
12345dsad,保密,回复 @木乃伊精魂_ :那不是啊，她自己接受采访，不是也挺开心的,阙邱增七,二级评论,6,76,2024-11-03 17:57:52
布瑞吉Smith,保密,回复 @木乃伊精魂_ :姜萍承认造假了吗？,阙邱增七,二级评论,5,23,2024-11-03 18:00:06
LL星澜LL,男,这个论断在舆论刚发酵就已经发出来了，知乎老哥早就盘出来了，可惜被喷几个月,阙邱增七,二级评论,5,16,2024-11-03 18:00:22
personaname,保密,回复 @12345dsad :他这个是复制粘贴的烂梗，别在意,阙邱增七,二级评论,6,3,2024-11-03 18:00:27
孤独的娃娃机,男,回复 @想出来改这个名了 :垫刀呗，用别的账号套题,阙邱增七,二级评论,6,3,2024-11-03 18:01:11
lagurus13,男,这楼里都什么乱七八糟的，决赛的题和预赛的题差别很大，不是靠人多和多选就能做出来的,阙邱增七,二级评论,5,1,2024-11-03 18:05:06
木头dty,保密,回复 @12345dsad :说明数学还有点水平，给他24小时能答到第12,阙邱增七,二级评论,5,6,2024-11-03 18:14:30
shlcty,保密,我的推测更接近于学生借了身份给老师答题，后面炒作过程中学生只是演员，该责怪的是写剧本的人，学生骑虎难下,阙邱增七,二级评论,5,7,2024-11-03 18:18:20
-_-szy,男,回复 @合联社涡轮哥 :都交了，但没想到学生的成绩比自己还高,阙邱增七,二级评论,6,9,2024-11-03 18:20:17
bili_25194866843,保密,回复 @合联社涡轮哥 :逆天,阙邱增七,二级评论,5,0,2024-11-03 18:21:40
不闻腥气的猫,男,回复 @木乃伊精魂_ :她能跑去接受采访就能说明他蠢得无以复加  引起社会关注但凡她心里有数就应该闭口不谈  不用得罪学校老师也不用以后丢脸,阙邱增七,二级评论,5,39,2024-11-03 18:22:39
改个名很纠结,男,南大数学算渣得了吧，华五倒数。这没人要还研究啥竞赛呀。,阙邱增七,二级评论,5,1,2024-11-03 18:23:53
ast_里昂梁,男,回复 @12345dsad :我严谨一点，有可能是摆拍拍出来的开心。,阙邱增七,二级评论,6,2,2024-11-03 18:24:41
kristencopper,男,这个其实已经是公开的秘密了 好多高校教授都用这一招把一道题的多个思路或者多个答案分给不同的研究生参赛 看最后谁最接近答案,阙邱增七,二级评论,5,15,2024-11-03 18:30:43
疯子不是人,保密,回复 @LL星澜LL :当时诸如知乎以及b站的一些地方就已经怀疑了，不过抖快这种下沉市场坚定不移，到现在还有人嘴硬,阙邱增七,二级评论,6,3,2024-11-03 18:36:35
不想上课德丽莎,女,这个事情老王其实问题本身不大，但是没想到中专小妹那么狂野，什么名都想出，什么事儿都敢认,阙邱增七,二级评论,6,20,2024-11-03 18:37:26
不见静夜,男,回复 @合联社涡轮哥 :多写几种答案,阙邱增七,二级评论,6,1,2024-11-03 18:38:01
思丢痞德,保密,回复 @想出来改这个名了 :提前看到题目就能有更多时间做题啊，我高考数学136，因为最后一题我直接放弃了，要是多给我半个小时我就能把最后一题算出来，他用多个号可以多出来好几个小时,阙邱增七,二级评论,5,4,2024-11-03 18:38:18
微风燃雪挽洛神,保密,回复 @阙邱增七 :也是真兄弟了属于,阙邱增七,二级评论,6,2,2024-11-03 18:44:21
抗击打游戏,保密,回复 @阙邱增七 : 问题现在为啥垫高的是姜萍？其实这个说法，还真不如阿里亲自硬生生把分拉高来得合理,阙邱增七,二级评论,4,0,2024-11-03 18:45:48
我不看游戏,保密,回复 @想出来改这个名了 :可以理解为开箱子之前垫两发才更容易出金[doge][doge][doge],阙邱增七,二级评论,4,0,2024-11-03 18:50:16
天啦噜a,保密,可是他这样入围又有什么用呢，一个阿里巴巴办的竞赛就能让他上升了？,阙邱增七,二级评论,6,3,2024-11-03 18:54:21
用志不分乃凝于神,保密,回复 @抗击打游戏 : 有人猜测由于学校里限制电子设备，王某某在凌晨用自己的号看了题，姜某在下午参赛，到了晚上的交卷时间，王某由于垄断了交卷通道，于是将自己的卷子顶替姜某交了,阙邱增七,二级评论,6,1,2024-11-03 18:55:49
费尔南多维客艾斯,男,不是，这王润秋在成绩上看起来也是个聪明人，怎么跑到中专教书去了？,阙邱增七,二级评论,5,1,2024-11-03 18:59:18
英姿飒爽xyz,保密,回复 @木乃伊精魂_ :就是工具而已。,阙邱增七,二级评论,5,1,2024-11-03 19:01:42
三更燈火丶,保密,别人也开多个号可以看，官方不管就是默认呗,阙邱增七,二级评论,6,0,2024-11-03 19:09:17
奶龙奶龙我们喜欢你,保密,回复 @想出来改这个名了 :因为有更多的时间去看题，最后有把握了再用自己的账号答,阙邱增七,二级评论,6,0,2024-11-03 19:12:44
ByzcXo,男,怎么一嘴不提浆➗，当时采访的时候不是挺能说的吗😓😓,阙邱增七,二级评论,6,0,2024-11-03 19:13:44
且牧且歌,保密,@滨江亡命天涯,阙邱增七,二级评论,5,0,2024-11-03 19:17:46
冲锋火烧夹,保密,回复 @不闻腥气的猫 :博出名呗，黑红也是红能卖个好价钱,阙邱增七,二级评论,3,1,2024-11-03 19:18:58
大黑狗安迪,保密,回复 @不闻腥气的猫 :蠢，人家阿里威逼利诱一个未成年不简简单单的事,阙邱增七,二级评论,6,3,2024-11-03 19:20:55
南宫雨吹,保密,回复 @阙邱增七 :还挺讲义气,阙邱增七,二级评论,6,2,2024-11-03 19:22:18
淡漠与无言,保密,不是，王985硕士为啥沦落到交中专，我们这都是二本本科教中专[喜极而泣],阙邱增七,二级评论,5,1,2024-11-03 19:22:22
楓叶斋,男,回复 @12345dsad :3×8是什么,阙邱增七,二级评论,5,0,2024-11-03 19:25:19
姬坂乃爱,男,回复 @淡漠与无言 :他硕士江苏大学的,阙邱增七,二级评论,6,0,2024-11-03 19:29:11
気yu,男,@落风__,阙邱增七,二级评论,6,0,2024-11-03 19:29:54
真的是小恐龙呐,男,回复 @改个名很纠结 :南大数学还可以吧[笑哭]说渣就过分了,阙邱增七,二级评论,6,0,2024-11-03 19:30:29
烦人的芥末,男,回复 @合联社涡轮哥 :这玩意作弊太多了而且这考试几乎没有什么奖励，只是没有想到阿里巴巴看上了这天才中专女生的流量所以一发不可收拾。对了，这初赛甚至在她排名前面还有个高中的哥们。[笑哭],阙邱增七,二级评论,5,1,2024-11-03 19:35:35
啦啦啦yzc啦啦啦,保密,回复 @想出来改这个名了 :他也可以先拿其他的账号做十六个小时，后面再拿自己的账号[笑哭],阙邱增七,二级评论,5,0,2024-11-03 19:38:29
MiyakakaRicar,女,回复 @思丢痞德 :那不是高考数学，小弟弟，你上了大学还没感觉出大学数学的竞赛难度是什么样吗？,阙邱增七,二级评论,6,0,2024-11-03 19:41:59
大然今天呼呼喵,保密,那可见这个竞赛有多水了，那是不是大部分都是这样搞的?无法监控的竞赛还有什么意义,阙邱增七,二级评论,6,0,2024-11-03 19:43:27
居仁小子,保密,回复 @木乃伊精魂_ :接受采访的时候可不是这么说的,阙邱增七,二级评论,5,0,2024-11-03 19:46:35
居仁小子,保密,回复 @大黑狗安迪 :能在利诱中掺杂威逼，你也是洗地的一把好手。,阙邱增七,二级评论,5,0,2024-11-03 19:48:00
何阿球,保密,回复 @12345dsad :[笑哭]但为什么不是先用别人的账号垫时间，最后用自己的账号快速解题啊,阙邱增七,二级评论,5,1,2024-11-03 19:48:01
二帅Capri,男,回复 @木乃伊精魂_ :受害者不是姜萍，是其他按规则凭实力参赛的选手。整件事里对姜萍造成最大伤害效果的不是具体的当事人，而是拿着姜萍赛绩疯狂鼓吹的特定群体。,阙邱增七,二级评论,6,8,2024-11-03 19:48:20
12345dsad,保密,回复 @楓叶斋 :三个账号，每个账号八小时,阙邱增七,二级评论,6,0,2024-11-03 19:51:18
12345dsad,保密,回复 @何阿球 :他很可能就是打算这么干啊。。预赛成绩不重要，重要的是决赛，他打算决赛再这么干啊,阙邱增七,二级评论,6,0,2024-11-03 19:51:38
风雷激浪,男,回复 @企鹅爱吃苹果 :这不就是实质延长了答题时间吗？,阙邱增七,二级评论,6,0,2024-11-03 19:53:22
墨语moyu,男,回复 @思丢痞德 :兄弟我也是这个策略，最后一题只做第一问，节约时间检查前面的，确保不错，每次都是130左右,阙邱增七,二级评论,6,0,2024-11-03 19:55:07
aha_C,保密,田佬真兄弟。,阙邱增七,二级评论,5,0,2024-11-03 19:57:39
泪断剑情若长,保密,回复 @淡漠与无言 :不是985硕士,阙邱增七,二级评论,4,0,2024-11-03 19:58:54
朔望瑾瑜,男,回复 @合联社涡轮哥 :他要多冲一两个号进决赛，他的应试能力和数学功底裸答进决赛不难，进了决赛再用小号垫大号的做法答题。,阙邱增七,二级评论,5,0,2024-11-03 19:59:43
网名在思考中,保密,回复 @恋曲2010 :双非研究生去中专教书不正常吗,阙邱增七,二级评论,6,0,2024-11-03 20:00:41
只想当条老咸鱼_,保密,回复 @想出来改这个名了 :时间啊，一个账号八小时，三个账号意味着有24小时,阙邱增七,二级评论,5,0,2024-11-03 20:06:51
imag__,保密,回复 @離去之原 :如果是单纯为了看题要这么久吗，直接叫他朋友搞个号录一下屏幕就行，2分钟就可以，所有参赛选手也都可以这样搞，毕竟这种弄题目做法很简单,阙邱增七,二级评论,6,0,2024-11-03 20:09:41
jkdclkk,男,回复 @阙邱增七 :woc，这个老田人品不错啊,阙邱增七,二级评论,5,2,2024-11-03 20:13:55
天青琉璃火,保密,回复 @木乃伊精魂_ :中专…………真谈不上毁,阙邱增七,二级评论,5,0,2024-11-03 20:14:12
天青琉璃火,保密,回复 @恋曲2010 :骑驴找马,阙邱增七,二级评论,5,0,2024-11-03 20:14:25
常征长征,保密,回复 @淡漠与无言 :那可是江苏啊大哥，教幼儿园都不稀奇[辣眼睛][辣眼睛][辣眼睛]，,阙邱增七,二级评论,3,1,2024-11-03 20:14:46
imag__,保密,回复 @阙邱增七 :看题的话直接搞个小号截屏啊，2分钟，哪还需要8个小时，傻子才会开小号看题的同时又把自己的头像暴露给官方（这种线上做题应该是要开前置摄像头），叫朋友帮忙搞个号截屏或者录屏都很快,阙邱增七,二级评论,6,0,2024-11-03 20:15:42
麻瓜在蓝星,保密,回复 @阙邱增七 :这样啊那还不如本科时候就去教书了[笑哭],阙邱增七,二级评论,6,0,2024-11-03 20:21:40
bili_3494361799068296,保密,回复 @想出来改这个名了 :很难理解吗，好比说一张卷子有简单题有难题，我第一遍做完了，把简单题答案记下来，然后第二次做，我就有更多时间冲击难题了,阙邱增七,二级评论,3,0,2024-11-03 20:26:31
Kashiwara_,男,回复 @淡漠与无言 :王闰秋三本本科，双非硕士[吃瓜],阙邱增七,二级评论,4,0,2024-11-03 20:29:01
想出来改这个名了,保密,回复 @bili_3494361799068296 :这也要有优越感啊[思考]正常考试都是规定时间统一开始统一结束，没见过同一场考试还能自主选择时间的很正常，前面有人解释一句赛制特殊得了呗,阙邱增七,二级评论,5,0,2024-11-03 20:33:07
龙舞zls,男,拖到现在干嘛呀，拖到十年后在公布多好,阙邱增七,二级评论,5,0,2024-11-03 20:33:43
parkhonas,保密,回复 @居仁小子 :你觉得采访的词是她想出来的？一黑板的数学板书都是她写的？那你也是个人才,阙邱增七,二级评论,5,0,2024-11-03 20:37:48
朱小姐的兔牙,女,回复 @木乃伊精魂_ :你可能忘了她在镜头前采访时那自然的面容了,阙邱增七,二级评论,4,0,2024-11-03 20:42:46
论无话可说,保密,回复 @合联社涡轮哥 :可能没想到学生账号成绩会那么高[笑哭],阙邱增七,二级评论,4,0,2024-11-03 20:45:20
2024123456,保密,回复 @不想上课德丽莎 :有没有可能她不敢得罪老师，只能帮着老师骗人,阙邱增七,二级评论,4,1,2024-11-03 20:46:42
一个赛季练个纳尓,保密,回复 @恋曲2010 :硕士毕业进中专呗,阙邱增七,二级评论,4,0,2024-11-03 20:51:35
狼浪漫,保密,想申博，不研究学术，研究什么竞赛啊？,阙邱增七,二级评论,4,1,2024-11-03 20:52:31
终将证明自己,保密,回复 @木乃伊精魂_ :玛雅，这采访得是老戏骨了,阙邱增七,二级评论,6,0,2024-11-03 20:56:13
-长街,保密,回复 @木乃伊精魂_ :姜自己也不是好鸟，不要什么都强加受害者，都是既得利益者，露马脚了都得为自己行为负责。,阙邱增七,二级评论,5,0,2024-11-03 21:03:15
很多名字都给用了,保密,说了那么多只替一个人感到不值，那个人是猫一杯，哈哈哈，对比姜萍我觉得猫一杯太惨了,阙邱增七,二级评论,5,3,2024-11-03 21:15:32
一劉可爱,保密,回复 @合联社涡轮哥 :这个问题都考虑不清楚，以后网上事件就别轻易战队,阙邱增七,二级评论,3,0,2024-11-03 21:19:05
查房大老爷,男,原来如此，只是借用账号。,阙邱增七,二级评论,6,0,2024-11-03 21:19:21
居仁小子,保密,回复 @parkhonas :不是她想的，不是她写的，她上去干嘛？如此从容的接受采访干嘛？,阙邱增七,二级评论,5,0,2024-11-03 21:28:56
请你吃奥利给来吗,保密,China Daily 里的《Girl&#39;s math passion breaks  traditional molds》这篇文章就是表扬她的，我怎么知道的？因为这篇文章我全篇背诵了[doge],阙邱增七,二级评论,6,0,2024-11-03 21:43:23
桃源居金恒,保密,回复 @parkhonas :不是她写的谁写的？主🟰6这事不就是这么来的。当时采访的写板书视频新闻都在那呢，就是一中专小妹不知道深浅，压根连题都不知道是什么，想搏一搏中专变浙大结果玩砸了，当时她那个老师接受采访都没她那么自信，磕磕巴巴的，校长压根就不接受采访，全程都是她一个人，后来她妈不还说自己女儿多厉害多厉害的么。哪来那么多的阴谋论，阿里巴巴都成那个逼样了能威胁谁？你去淘宝买个衣服也会被威胁？,阙邱增七,二级评论,5,3,2024-11-03 21:43:37
淡漠与无言,保密,回复 @Kashiwara_ :好吧，我以为他南京大学数学硕士emm,阙邱增七,二级评论,5,0,2024-11-03 21:49:03
淡漠与无言,保密,回复 @姬坂乃爱 :我以为他南京大学硕士em,阙邱增七,二级评论,5,0,2024-11-03 21:49:21
知几-,保密,回复 @恋曲2010 :硕士教中专又不是啥奇怪的事，学校的老师跟学校的学生不能混为一谈,阙邱增七,二级评论,6,0,2024-11-03 21:50:08
parkhonas,保密,回复 @桃源居金恒 :就那个主🟰6的水平你觉得她看得懂竞赛题？她能做几道？老师拿她开小号满足自己的目标，阿里巴巴拿她炒作，女权博主拿她炒话题，当然我不否认她认知低，是主演出镜的那位，被审判也是应该的。但是说到幕后那些人你们就急真有点底层为难底层那味儿🤣,阙邱增七,二级评论,5,2,2024-11-03 22:03:09
parkhonas,保密,回复 @桃源居金恒 :🤣他老师想靠这个跳槽是以前就有计划这么做的，去年他老师就和老婆两个账号，浙大是事件发酵以后才扯出来的，你竟然觉得他老师是为了帮jp去浙大帮她做题把她送上去？哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈，大善人啊，真纯,阙邱增七,二级评论,5,1,2024-11-03 22:10:55
parkhonas,保密,回复 @居仁小子 :所以说她认知低呗，他老师参加这个比赛开小号可是以前就干过这种事的，一个小号被媒体抓住采访大肆宣扬，女权博主也下场掺和一发不可收拾，可真精彩。,阙邱增七,二级评论,5,0,2024-11-03 22:13:41
parkhonas,保密,回复 @居仁小子 :说白了一个未成年中专生承担了所有的舆论，其他人美美隐身是你们想看到的？真有点底层为难底层那味儿,阙邱增七,二级评论,5,3,2024-11-03 22:16:28
思丢痞德,保密,回复 @MiyakakaRicar :那你的意思是，更简单的高考数学两个小时都不够用，竞赛题反而时间够用了？那他们用别人的好套题干什么，8个小时时限到了直接交不行吗？为什么要搞好几个号呢，是因为时间不够做不出来吗？,阙邱增七,二级评论,5,0,2024-11-03 22:27:21
我不是那个Bang,保密,你也是群里的一个吧[喜极而泣],阙邱增七,二级评论,6,1,2024-11-03 22:29:30
居仁小子,保密,"回复 @parkhonas :相信你们小学和初中老师都有一句经典名言——“他让你去你就去啊，他叫你去吃屎你怎么不去呢？”
在处理申诉和复议案件事，也大量存在这样的当事人——“某某也做了，为什么就罚我”。我只会说“无论有没有其他责任人，你做了，罚你，你就老老实实的立正挨打”。
如果你有证据证实其他责任人，请你到该爆料的地方爆料，而不是用其他人的责任来为姜某人本该承担的责任推脱。",阙邱增七,二级评论,5,0,2024-11-03 22:33:44
你币有喽,保密,还有为什么一定用jp注册账号，有人说因为他跟jp有一腿[笑哭],阙邱增七,二级评论,6,0,2024-11-03 22:34:00
呀卟噜,保密,回复 @天啦噜a :简历好看，现在申博好像越来越多名额给推荐制了,阙邱增七,二级评论,5,0,2024-11-03 22:37:03
parkhonas,保密,回复 @居仁小子 : 他老师都被处分了还不算实证？🤣知乎早就扒出来他老师那些事了，当然你不信，🎩通报也可能是假的，不符合你预期的都是假的。底层是这样的。,阙邱增七,二级评论,5,0,2024-11-03 22:37:06
你币有喽,保密,回复 @木乃伊精魂_ :受益者[哈欠],阙邱增七,二级评论,6,0,2024-11-03 22:38:41
聆听落雪-,保密,回复 @想出来改这个名了 :考试的里面有选择题，他开多个账号刚好姜萍的排名考最高[微笑],阙邱增七,二级评论,3,0,2024-11-03 22:42:09
聆听落雪-,保密,回复 @想出来改这个名了 :这里面是有选择题的，开多个账号可以...你懂吧,阙邱增七,二级评论,3,1,2024-11-03 22:43:20
parkhonas,保密,回复 @居仁小子 :吃屎和”天上掉馅饼”的事你能混为一谈🤣你也是挺幽默的，我老师没这种所谓的名言，你别代表我。底层中专生竟然贪图富贵接受采访，大逆不道！阿里巴巴对开卷考试不做调查就采访并大肆报道，关我这种底层什么事🤣,阙邱增七,二级评论,5,1,2024-11-03 22:47:39
埃雷尔森的迷弟,保密,回复 @合联社涡轮哥 :不是朋友你搞错了一件事，他肯定是最后提交了他自己的账号的。但是这个数学竞赛，不是你理解的数学题，做完题目了，你也不会知道自己的答案到底对不对。不是说第二遍成绩肯定比第一遍高的。他只是恰好用姜萍账号做的那遍，成绩最高,阙邱增七,二级评论,6,1,2024-11-03 22:52:39
陌上归故里,男,那就跟姜萍没啥关系，她倒有脸享受流量，估计自己也一脸懵逼。,阙邱增七,二级评论,6,0,2024-11-03 22:54:11
萬吉屋WANJIHOUSE,保密,回复 @木头dty :有个屁水平，给我二十四小时开卷，我随随便便找几个毛子数学教授答,阙邱增七,二级评论,5,0,2024-11-03 22:54:43
落风__,男,回复 @気yu :看到了[吃瓜],阙邱增七,二级评论,6,0,2024-11-03 22:57:31
落风__,男,回复 @気yu :挺离谱的,阙邱增七,二级评论,6,0,2024-11-03 22:57:51
无敌柔小柔,男,有你们真好,阙邱增七,二级评论,6,0,2024-11-03 23:03:53
MrTranx,保密,回复 @居仁小子 :威逼利诱本来就是一套组合拳啊[笑哭],阙邱增七,二级评论,6,1,2024-11-03 23:11:38
Damagea,保密,回复 @三更燈火丶 :这就是官方认为初赛就是简单筛选，不管是作弊还是自身实力入围都要参加决赛的，决赛做不了假，也只有决赛才有奖。这样可以增加参赛人数，当然也可能有人需要这个比赛给自己加分（虽然业内含金量不高），没想到除了中专学生这事引起这么大的关注。最后阿里公告不是说了么，比赛机制不够完善。,阙邱增七,二级评论,5,1,2024-11-03 23:13:51
寻虹-,男,回复 @12345dsad :24小时8小时作答，然后你开三个号，那就不是相当于写一天呀，我的天呐。,阙邱增七,二级评论,6,0,2024-11-03 23:15:29
长空雁叫霜晨月8e,保密,所以说这个竞赛的奖励在各大高校都不纳入学生评优参考里面，在这件事后丘老也决定参加这种比赛的学生事先必须向自己申报,阙邱增七,二级评论,5,2,2024-11-03 23:15:31
诗在人间帅胡,保密,情况有变,阙邱增七,二级评论,6,0,2024-11-03 23:16:20
毛茸茸怪兽小胖子,保密,回复 @阙邱增七 :这么看田这个人还挺不错[笑哭],阙邱增七,二级评论,6,1,2024-11-03 23:17:29
温土,保密,回复 @木乃伊精魂_ :奖品肯定是被胁迫的,阙邱增七,二级评论,5,0,2024-11-03 23:17:40
_卡比巴拉没有海,保密,回复 @木乃伊精魂_ :什么受害者，她要是受害者就不该出面来吃红利，在视频里说一大堆谎话，她也是活该,阙邱增七,二级评论,6,0,2024-11-03 23:25:19
蕉兵必back,男,回复 @阙邱增七 :阿里这个竞赛真的能刷到简历吗？又不是正规机构举行的，而且规则如此随意,阙邱增七,二级评论,5,0,2024-11-03 23:29:51
test86,保密,回复 @阙邱增七 :这，两个账号就行了，最早和最晚,阙邱增七,二级评论,5,0,2024-11-03 23:30:30
萌斯塔,保密,回复 @抗击打游戏 :可能玩脱了吧，毕竟他也不会知道最准确的答案，用jp的号提交的答案更准确点,阙邱增七,二级评论,6,0,2024-11-03 23:33:33
金色童年oo,保密,@lzp橘子,阙邱增七,二级评论,5,0,2024-11-04 00:26:24
ME_r贰,男,回复 @合联社涡轮哥 :风险对冲，不能保证答案正确的情况下多个账号就是多个不同的思路,阙邱增七,二级评论,5,0,2024-11-04 00:33:41
睡の懒觉,保密,回复 @木头dty :[笑哭]哪能这样算的，高考给我三倍时间我还能上清华呢……,阙邱增七,二级评论,5,0,2024-11-04 01:56:32
bili_94214352640,保密,回复 @不闻腥气的猫 :确实 数学这玩意没办法骗人,阙邱增七,二级评论,4,0,2024-11-04 02:32:46
抗击打游戏,保密,回复 @用志不分乃凝于神 :按道理来说应该是用姜萍的账号来看题才对的,阙邱增七,二级评论,4,0,2024-11-04 02:44:52
易天天欧,男,回复 @想出来改这个名了 :为了刷答案呢。前面多账号把答案刷出来，后面用自己的号就能拿高分。,阙邱增七,二级评论,6,1,2024-11-04 03:36:40
叫我一和,男,回复 @木乃伊精魂_ :被胁迫了？,阙邱增七,二级评论,6,0,2024-11-04 03:47:54
励志钻研复几何,男,回复 @恋曲2010 :江苏不少地方公办中专开的工资不比中学低，工作强度却天差地别，反而学历高的才能进,阙邱增七,二级评论,6,0,2024-11-04 03:56:07
星月对舞,保密,回复 @木乃伊精魂_ :jp配合造假，拍摄宣传片，未必不是被骗了，打着被浙大破格录取的心思。,阙邱增七,二级评论,5,0,2024-11-04 04:20:24
竹夏丷,男,回复 @木乃伊精魂_ :哪有无辜的，当时她可是既得利益者，她出面澄清就没这么多事了，受之有愧是活该吧。,阙邱增七,二级评论,5,0,2024-11-04 05:16:35
wqsadada,男,回复 @12345dsad :两个账号不就够了?第一个号看题记下来，最后一个提交,阙邱增七,二级评论,6,0,2024-11-04 05:59:59
呀你真可爱-_-,男,回复 @恋曲2010 :现在中专教书也要点本事的,阙邱增七,二级评论,6,0,2024-11-04 06:21:54
裂成两半的子爵,男,"啊？不是？
怎么又有天大的事儿？
本来开开心心吃着瓜结果又看见自己学校名字了[难过]",阙邱增七,二级评论,5,0,2024-11-04 06:39:05
抗击打游戏,保密,回复 @萌斯塔 :大概吧,阙邱增七,二级评论,4,0,2024-11-04 07:59:04
2024123456,保密,回复 @陌上归故里 :你以为人家自己愿意吗？她只是一个学生，学校里其他老师难道不知道她什么水平，不都是一起合谋骗记者想糊弄过去，如果她拒绝或者说了实话，在这个学校她就待不下去了,阙邱增七,二级评论,4,0,2024-11-04 13:40:04
2024123456,保密,回复 @_卡比巴拉没有海 :她吃到什么红利了？,阙邱增七,二级评论,4,0,2024-11-04 13:52:21
parkhonas,保密,回复 @竹夏丷 :她确实没那么无辜，但是你让一个中学生面对老师(老师给她做的弊)，媒体，学校能够站出来说明真相，为啥不让这个真正作弊的王闰秋第一时间站出来说明真相呢？,阙邱增七,二级评论,5,0,2024-11-04 17:09:25
Agrelt,女,现在一个问题在于官号为了让自己显得亲民、年轻化，会引入很多情绪化的、不中立不正式的流行词，甚至化身为标题党也是司空见惯，这种倾向很容易损害其中立性，这也是这个时代官方媒体需要权衡和选择的问题,,一级评论,3,1721,2024-11-03 18:18:55
钟楼怪人1,男,普通人刷dy就行了,Agrelt,二级评论,5,3,2024-11-03 19:30:30
孙止水,男,你说的现象我认可，但动机我认为是KPI、浏览量，而不是“为了让自己显得亲民”...,Agrelt,二级评论,6,510,2024-11-03 20:00:51
