aweme_id,aweme_type,title,desc,create_time,user_id,sec_uid,short_user_id,user_unique_id,user_signature,nickname,avatar,liked_count,collected_count,comment_count,share_count,ip_location,last_modify_ts,aweme_url,source_keyword
7433796334731267386,0,"姜萍是面镜子 姜萍是一面镜子，照出了社会丑陋的一面。既有作弊的问题，更有那些痛打落水狗，不死不罢休的一帮社会伪精英的虚伪。
#姜萍 #阿里数学竞赛 #涟水县 #虚伪 #精英","姜萍是面镜子 姜萍是一面镜子，照出了社会丑陋的一面。既有作弊的问题，更有那些痛打落水狗，不死不罢休的一帮社会伪精英的虚伪。
#姜萍 #阿里数学竞赛 #涟水县 #虚伪 #精英",1730815595,85509138882,MS4wLjABAAAA2D3-rQi7e_oFM5vQk8HD2x-haGWToGAWrGmzLc8qADM,,,,袁希的袁桌会,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_8b64921fa3c334e1cb0b836ca47eff20.jpeg?from=327834062,2879,408,443,151,,1734591073420,https://www.douyin.com/video/7433796334731267386,姜萍
7433045899502193946,0,达摩院愚弄了所有人， 包括姜萍 #姜萍  #达摩院  #社会  #数学竞赛  #舆论,达摩院愚弄了所有人， 包括姜萍 #姜萍  #达摩院  #社会  #数学竞赛  #舆论,1730641189,1402625930833213,MS4wLjABAAAAAJYSfo5_SyUSwRwD6wLDsCmTRz31FiBt8sfyhc0iqvixHNSpkTihbpE_d09pEHNl,,,,凤凰网,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/douyin-admin-obj_d835119d6db677a2fcf6d37895ab305f.jpeg?from=327834062,95150,6067,36717,11491,,1734591073422,https://www.douyin.com/video/7433045899502193946,姜萍
7435898411032773174,107,姜萍事件会不了了之，透过现象看本质，不喜欢的可以取关我了。,姜萍事件会不了了之，透过现象看本质，不喜欢的可以取关我了。,1731305013,77479248118,,,,,灯课堂,https://sf1-cdn-tos.bdxiguastatic.com/img/user-avatar/0dccd114235fd3ad67700c1578a7dba3~300x300.image?from=avatar,1005,1,393,16,,1734591073425,https://www.douyin.com/video/7435898411032773174,姜萍
7449581825518865701,0,#成功事件后的教育,#成功事件后的教育,1734490957,2747038771195632,MS4wLjABAAAAl0fMiMbaiq9fD4FWyoIoWlzgRkm0RV94yh2L9IYI4LTgS2axcu_utSso2MNpP_gP,,,,张琦老师,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_ochvEFftAjNNmILMAAzAI0xCenygGCCAAghjtI.jpeg?from=327834062,36,2,10,2,,1734591074649,https://www.douyin.com/video/7449581825518865701,姜萍
7446079094501969179,0,是金子总会发光的。#姜萍 #17岁中专女生姜萍 #阿里巴巴全球数学竞赛,是金子总会发光的。#姜萍 #17岁中专女生姜萍 #阿里巴巴全球数学竞赛,1733711400,1946603043965872,MS4wLjABAAAAaE_h1Uyl3PKR4v0luSv66Lh3bLCmzEaWEDTcuJLxszJOFXOCMAO6vnVRjaomcYHk,,,,剑气东来,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c001_o479AnSIeA8XA8CbAgxaoNlQ6G9PzAe3DQgCAU.jpeg?from=327834062,555,106,162,270,,1734591074652,https://www.douyin.com/video/7446079094501969179,姜萍
7433796334731267386,0,"姜萍是面镜子 姜萍是一面镜子，照出了社会丑陋的一面。既有作弊的问题，更有那些痛打落水狗，不死不罢休的一帮社会伪精英的虚伪。
#姜萍 #阿里数学竞赛 #涟水县 #虚伪 #精英","姜萍是面镜子 姜萍是一面镜子，照出了社会丑陋的一面。既有作弊的问题，更有那些痛打落水狗，不死不罢休的一帮社会伪精英的虚伪。
#姜萍 #阿里数学竞赛 #涟水县 #虚伪 #精英",1730815595,85509138882,MS4wLjABAAAA2D3-rQi7e_oFM5vQk8HD2x-haGWToGAWrGmzLc8qADM,,,,袁希的袁桌会,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_8b64921fa3c334e1cb0b836ca47eff20.jpeg?from=327834062,2879,408,443,151,,1734591074654,https://www.douyin.com/video/7433796334731267386,姜萍
7436695902292692239,0,阿里达摩院公布决赛名单，姜萍榜上无名#阿里巴巴 #阿里达摩院 #姜萍 #数学竞赛,阿里达摩院公布决赛名单，姜萍榜上无名#阿里巴巴 #阿里达摩院 #姜萍 #数学竞赛,1731490820,2232430732521548,MS4wLjABAAAAMkQ5LUXjADVB5tRcQKl2aFSl_oAPjlc0VjqpmxpIc5Z2vbUKsAd6DM3cWOxZSpP9,,,,跟老马看世界,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c001_oEf7ODLCKCAFnkfEAIaArAAsMrsgwn2mDA9oEA.jpeg?from=327834062,866,167,162,101,,1734591074658,https://www.douyin.com/video/7436695902292692239,姜萍
7432877730892500281,0,“姜萍事件”调查结果公布：姜萍预选赛中系其老师王某某提供帮助，决赛二人未获奖。阿里巴巴致歉，学校通报。,“姜萍事件”调查结果公布：姜萍预选赛中系其老师王某某提供帮助，决赛二人未获奖。阿里巴巴致歉，学校通报。,1730601764,3548854158894180,MS4wLjABAAAAZ8WXoga_UcWSk7-M_lp_4qZ-Mdat7dDGc-L73KUCQz1NLWJ2ygh7hiIY7jj7cqUd,,,,潮新闻,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_b7bef96a428cd03b0a7e2a1031dc7fb6.jpeg?from=327834062,139169,12467,41875,121465,,1734591074660,https://www.douyin.com/video/7432877730892500281,姜萍
7434499102471097619,0,"千怪万怪，也怪不着姜萍这个小姑娘！ 挺好一孩子的！
#姜萍后续 #阿里巴巴全球数学竞赛 #姜萍老师","千怪万怪，也怪不着姜萍这个小姑娘！ 挺好一孩子的！
#姜萍后续 #阿里巴巴全球数学竞赛 #姜萍老师",1730979511,1194493431516436,MS4wLjABAAAAAzgREegWPo2XftQ7hkOyLL8hBjoJCZ3NBl709roGaFj24II_9O0i-6mC-HXFIAcR,,,,乔小姨教育思考,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c001_okgBIAZrAy0Btxy6wAiA8yISEuAAEsxIPPik3.jpeg?from=327834062,1037,209,538,82,,1734591074662,https://www.douyin.com/video/7434499102471097619,姜萍
7436369596497612044,0,姜王博士月考卷纯享版，10分28秒写完，30秒检查#姜王博士 #姜萍 #人机卷,姜王博士月考卷纯享版，10分28秒写完，30秒检查#姜王博士 #姜萍 #人机卷,1731414730,3545249038734430,MS4wLjABAAAALXVKA5GAU0E3YR7AFLf4hnqdOCnHoe9dKl8JDI2woKThaunPrTpGfGdwk3Nxs0Lt,,,,我为你转身.,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c001_oYgAbEAdnAAbBtDiADC0AZfBFAKICQf9QAjGIE.jpeg?from=327834062,4186,482,505,1955,,1734591074663,https://www.douyin.com/video/7436369596497612044,姜萍
7380172449012256038,0,17岁中专女生姜萍，闯进全球数学竞赛12强。兴趣就是最好的天赋，不管起点如何，保持专注，就一定能有收获。加油小姑娘！#不负年少 #中国故事女主角 #中专女生,17岁中专女生姜萍，闯进全球数学竞赛12强。兴趣就是最好的天赋，不管起点如何，保持专注，就一定能有收获。加油小姑娘！#不负年少 #中国故事女主角 #中专女生,1718330331,98450024411,MS4wLjABAAAAq5HZ0v7X6uoMdM0KaTGlS1usk3CVaQCYleGUwW4cR1Y,,,,中国妇女报,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_cf7944a8dae29b1acd234695f41eff33.jpeg?from=327834062,3292,463,288,2902,,1734591074664,https://www.douyin.com/video/7380172449012256038,姜萍
7432885024552176907,0,姜萍数学竞赛系老师提供帮助…真相大白了… #孙笑川,姜萍数学竞赛系老师提供帮助…真相大白了… #孙笑川,1730603425,87143405724,MS4wLjABAAAAtOvuXMT2Zl---W-1jJF-9VsZ7Bsy2z1NCPddLoTWB54,,,,绿羊羊（世一沸）,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c001_ocXBeB58cEPcCSAA5GAA2fHeK4IG76TBGAyMZE.jpeg?from=327834062,48502,2695,3731,23703,,1734591074667,https://www.douyin.com/video/7432885024552176907,姜萍
7442725967476428089,0,这位老师是怎么看待对姜萍质疑的[https://mr.baidu.com/r/1tRYPbHY3nO?f=cp&rs=4006174114&ruk=LjZbW7U04sCpwCl58Ch34A&u=b4ff6a120350821a]#姜萍参加的数学竞赛有多难 #和姜萍入围的选手都是什么水平 #质疑姜萍也需要有尊重的文明 #多所大学喊话欢迎姜萍 #中专生姜萍入围全球数竞决赛,这位老师是怎么看待对姜萍质疑的[https://mr.baidu.com/r/1tRYPbHY3nO?f=cp&rs=4006174114&ruk=LjZbW7U04sCpwCl58Ch34A&u=b4ff6a120350821a]#姜萍参加的数学竞赛有多难 #和姜萍入围的选手都是什么水平 #质疑姜萍也需要有尊重的文明 #多所大学喊话欢迎姜萍 #中专生姜萍入围全球数竞决赛,1732894697,7439593297436148796,MS4wLjABAAAA3svRBvroR4FfCrimHsXwV-82vM7lTZutLOFeRoSnsAVX-83FiwacaZaCHAdDwmtD,,,,临知音,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c000-ce_oECIXvwSfAEcA0BvAD9nlREWrEEeFAApXKAILf.jpeg?from=327834062,822,167,142,56,,1734591074669,https://www.douyin.com/video/7442725967476428089,姜萍
7435176456050789642,0,#姜萍,#姜萍,1731136931,1625530210452123,MS4wLjABAAAA0XweJ6CZHVVAxmligwEtS-AUWaTsPkMZylemdTwXWu4uTCcZtBSpEEcCt5wADqig,,,,小黑球,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c001_oErvEECQyIIAAAjA7LAYrAPiBzBYZAGAiTPP2.jpeg?from=327834062,642,30,42,310,,1734591074672,https://www.douyin.com/video/7435176456050789642,姜萍
7434152058997050675,0,关于-“天才少女”姜萍说说我的看法#学习方法 #英语 #王惠 ,关于-“天才少女”姜萍说说我的看法#学习方法 #英语 #王惠 ,1730898799,3521107766025704,MS4wLjABAAAA0b5uiZ66RKExx7w0M1-YKgwqmmwWIMKHD901D_U4nnoBvg5IoRSRECOgMa0Ntnt9,,,,智惠父母课堂,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_oEpoA8fADIDEgi8fKwbVCADA9AUOknNrAAHUCt.jpeg?from=327834062,1778,218,226,84,,1734591074673,https://www.douyin.com/video/7434152058997050675,姜萍
7449220863418977572,68,姜萍在哪儿发财呢#,姜萍在哪儿发财呢#,1734406929,106098967706,MS4wLjABAAAAc-5vmnZBhGo7DnOBiDboKcpb8uKZaFSlAFXRdUULkZw,,,,国乒迷,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c001_oMjRHPgqfAI69UFeAD9mTgCk6EADFAA2YPAQ8j.jpeg?from=327834062,34,2,1,15,,1734591074676,https://www.douyin.com/video/7449220863418977572,姜萍
7384820597030702372,68,中专数学天才少女姜萍。说实话，要是谁能解释得了这两个疑点（一个是所谓主=6，这个书写习惯已经解释不了了，因为她自己上一行写的z是正确的，下一行同一个z她却写成了汉字“王”，另一个就是下标直接当参数写的问题，这不是不规范的问题，数学上应该算完全错误，一窍不通才会这么写）。目前没人解释得了这两个点，要是解释了我也无条件相信这个中专天才少女。不然的话又会是一场指“鼠”为“鸭”的闹剧。#姜萍 #阿里巴巴数学竞赛12名 #中专少女获得全球数学竞赛12名# 江苏涟水中专,中专数学天才少女姜萍。说实话，要是谁能解释得了这两个疑点（一个是所谓主=6，这个书写习惯已经解释不了了，因为她自己上一行写的z是正确的，下一行同一个z她却写成了汉字“王”，另一个就是下标直接当参数写的问题，这不是不规范的问题，数学上应该算完全错误，一窍不通才会这么写）。目前没人解释得了这两个点，要是解释了我也无条件相信这个中专天才少女。不然的话又会是一场指“鼠”为“鸭”的闹剧。#姜萍 #阿里巴巴数学竞赛12名 #中专少女获得全球数学竞赛12名# 江苏涟水中专,1719412543,474606407261741,MS4wLjABAAAA2ebcQkGWL204qLAcYGi_qLxP5loJr2Z4Ht_S11iefjA,,,,Amireux,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_oMuuAqYDogEaqAikAeAI9hg8KbCcxDADAn4Cgf.jpeg?from=327834062,3874,337,172,2154,,1734591074677,https://www.douyin.com/video/7384820597030702372,姜萍
7442725967476428089,0,这位老师是怎么看待对姜萍质疑的[https://mr.baidu.com/r/1tRYPbHY3nO?f=cp&rs=4006174114&ruk=LjZbW7U04sCpwCl58Ch34A&u=b4ff6a120350821a]#姜萍参加的数学竞赛有多难 #和姜萍入围的选手都是什么水平 #质疑姜萍也需要有尊重的文明 #多所大学喊话欢迎姜萍 #中专生姜萍入围全球数竞决赛,这位老师是怎么看待对姜萍质疑的[https://mr.baidu.com/r/1tRYPbHY3nO?f=cp&rs=4006174114&ruk=LjZbW7U04sCpwCl58Ch34A&u=b4ff6a120350821a]#姜萍参加的数学竞赛有多难 #和姜萍入围的选手都是什么水平 #质疑姜萍也需要有尊重的文明 #多所大学喊话欢迎姜萍 #中专生姜萍入围全球数竞决赛,1732894697,7439593297436148796,MS4wLjABAAAA3svRBvroR4FfCrimHsXwV-82vM7lTZutLOFeRoSnsAVX-83FiwacaZaCHAdDwmtD,,,,临知音,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c000-ce_oECIXvwSfAEcA0BvAD9nlREWrEEeFAApXKAILf.jpeg?from=327834062,822,167,142,56,,1734591075943,https://www.douyin.com/video/7442725967476428089,姜萍
7442725967476428089,0,这位老师是怎么看待对姜萍质疑的[https://mr.baidu.com/r/1tRYPbHY3nO?f=cp&rs=4006174114&ruk=LjZbW7U04sCpwCl58Ch34A&u=b4ff6a120350821a]#姜萍参加的数学竞赛有多难 #和姜萍入围的选手都是什么水平 #质疑姜萍也需要有尊重的文明 #多所大学喊话欢迎姜萍 #中专生姜萍入围全球数竞决赛,这位老师是怎么看待对姜萍质疑的[https://mr.baidu.com/r/1tRYPbHY3nO?f=cp&rs=4006174114&ruk=LjZbW7U04sCpwCl58Ch34A&u=b4ff6a120350821a]#姜萍参加的数学竞赛有多难 #和姜萍入围的选手都是什么水平 #质疑姜萍也需要有尊重的文明 #多所大学喊话欢迎姜萍 #中专生姜萍入围全球数竞决赛,1732894697,7439593297436148796,MS4wLjABAAAA3svRBvroR4FfCrimHsXwV-82vM7lTZutLOFeRoSnsAVX-83FiwacaZaCHAdDwmtD,,,,临知音,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c000-ce_oECIXvwSfAEcA0BvAD9nlREWrEEeFAApXKAILf.jpeg?from=327834062,822,167,142,56,,1734591077140,https://www.douyin.com/video/7442725967476428089,姜萍
7435176456050789642,0,#姜萍,#姜萍,1731136931,1625530210452123,MS4wLjABAAAA0XweJ6CZHVVAxmligwEtS-AUWaTsPkMZylemdTwXWu4uTCcZtBSpEEcCt5wADqig,,,,小黑球,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c001_oErvEECQyIIAAAjA7LAYrAPiBzBYZAGAiTPP2.jpeg?from=327834062,642,30,42,310,,1734591077141,https://www.douyin.com/video/7435176456050789642,姜萍
7449220863418977572,68,姜萍在哪儿发财呢#,姜萍在哪儿发财呢#,1734406929,106098967706,MS4wLjABAAAAc-5vmnZBhGo7DnOBiDboKcpb8uKZaFSlAFXRdUULkZw,,,,国乒迷,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c001_oMjRHPgqfAI69UFeAD9mTgCk6EADFAA2YPAQ8j.jpeg?from=327834062,34,2,1,15,,1734591077143,https://www.douyin.com/video/7449220863418977572,姜萍
7384820597030702372,68,中专数学天才少女姜萍。说实话，要是谁能解释得了这两个疑点（一个是所谓主=6，这个书写习惯已经解释不了了，因为她自己上一行写的z是正确的，下一行同一个z她却写成了汉字“王”，另一个就是下标直接当参数写的问题，这不是不规范的问题，数学上应该算完全错误，一窍不通才会这么写）。目前没人解释得了这两个点，要是解释了我也无条件相信这个中专天才少女。不然的话又会是一场指“鼠”为“鸭”的闹剧。#姜萍 #阿里巴巴数学竞赛12名 #中专少女获得全球数学竞赛12名# 江苏涟水中专,中专数学天才少女姜萍。说实话，要是谁能解释得了这两个疑点（一个是所谓主=6，这个书写习惯已经解释不了了，因为她自己上一行写的z是正确的，下一行同一个z她却写成了汉字“王”，另一个就是下标直接当参数写的问题，这不是不规范的问题，数学上应该算完全错误，一窍不通才会这么写）。目前没人解释得了这两个点，要是解释了我也无条件相信这个中专天才少女。不然的话又会是一场指“鼠”为“鸭”的闹剧。#姜萍 #阿里巴巴数学竞赛12名 #中专少女获得全球数学竞赛12名# 江苏涟水中专,1719412543,474606407261741,MS4wLjABAAAA2ebcQkGWL204qLAcYGi_qLxP5loJr2Z4Ht_S11iefjA,,,,Amireux,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_oMuuAqYDogEaqAikAeAI9hg8KbCcxDADAn4Cgf.jpeg?from=327834062,3874,337,172,2154,,1734591077144,https://www.douyin.com/video/7384820597030702372,姜萍
7380681382726503718,0,#育见快评 ：17岁的中专女生#姜萍 火了，她再次证明“唯学历”不可取。让我们不拘一格育人才，不以学历论英雄，只凭能力较短长，期待有更多“姜萍”能够大放光彩。,#育见快评 ：17岁的中专女生#姜萍 火了，她再次证明“唯学历”不可取。让我们不拘一格育人才，不以学历论英雄，只凭能力较短长，期待有更多“姜萍”能够大放光彩。,1718448827,97894072467,MS4wLjABAAAAyekn-QlMPz_U9oYPrKAh2mmKi2bale7YiyYWspXf89Y,,,,育见新闻,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/douyin-user-private-image_97894072467_284d52e16c8a5c12e655303f56d948ebf765ee5653ebf910dc32a28841e1667d.jpeg?from=327834062,4294,850,195,1245,,1734591077146,https://www.douyin.com/video/7380681382726503718,姜萍
7380262636904041768,0,幸运的相遇！数学老师想帮姜萍看不一样的未来,幸运的相遇！数学老师想帮姜萍看不一样的未来,1718351310,98339081450,MS4wLjABAAAAzj4u2OtfzpiT_YUAEIGfMXgAww1aW_Cqaat7ZDWtNGo,,,,中国新闻网,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_a1eb59eec24941329bc28c034fa3c2a6.jpeg?from=327834062,4191,558,4539,3143,,1734591077147,https://www.douyin.com/video/7380262636904041768,姜萍
7390605878761737482,0,这个人就是姜萍的父亲，真正是寒门出才女，为姜萍的父亲和姜萍点赞👍🏻。,这个人就是姜萍的父亲，真正是寒门出才女，为姜萍的父亲和姜萍点赞👍🏻。,1720759540,1270656301270108,MS4wLjABAAAAfFb-5bMpmtlD2Vu-w72HLkhMCHnorNWL6L-45yyGRS0i4-9J1Z2gyCDvSgGFWkjB,,,,偶遇哥,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c001_o0veMADBzC3wJbuiiAAucAExAAYdPjwgUeIuA7.jpeg?from=327834062,584,92,120,74,,1734591077148,https://www.douyin.com/video/7390605878761737482,姜萍
7434085441793428776,0,全员恶人？姜萍事件还会反转吗？,全员恶人？姜萍事件还会反转吗？,1730883012,946013692243230,MS4wLjABAAAAiB9kBS41nSiWjS-D9XFUdfYnsaiVvSc5ktZxOXqse3c,,,,城市金融报,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/douyin-user-private-image_273cb63876f4e1481c6e21395cccaab2_946013692243230.jpeg?from=327834062,640,155,246,54,,1734591077150,https://www.douyin.com/video/7434085441793428776,姜萍
7446382462898392377,0,姜萍再出击，要拿韦东奕没拿过的奖！,姜萍再出击，要拿韦东奕没拿过的奖！,1733746027,2928752185848445,MS4wLjABAAAAzQmr4YdPCOqsgN6enman9wxqyoGsqEn1QwnKUBGBUOAI8PeqAkYUanFhzeY1tkbW,,,,关注我的能发财,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c001_ogZDIljDAGI9sAAAiGfIeLdeOCM2fQ5q2jyo8A.jpeg?from=327834062,53,11,12,10,,1734591077152,https://www.douyin.com/video/7446382462898392377,姜萍
